subject,dataset_mouse_id,lab,n_sessions_mouse,n_probes_mouse,n_good_units_mouse,date,session_number,eid,n_probes_session,n_good_units_session,probe_name,pid,n_good_units,probe_regions_with_good_units,probe_region_good_unit_counts,n_regions_probe,session_regions_with_good_units,session_region_good_unit_counts,n_regions_session,raw_lfp_available_session,raw_lfp_available_probe,raw_lfp_probes,dlc_available,dlc_views,lightning_pose_available,lightning_pose_views,pose_keypoints_available,n_trials_total,n_trials_bwm_include,n_trials_excluded_from_bwm,bwm_trial_inclusion_fraction
DY_020,sub-DY_020,danlab,8,16,1934,2020-10-06,1,2e22c1fc-eec6-4856-85a0-7dba8668f646,2,306,probe00,bfda40f8-a7a7-47cd-a439-39fb5cd7873f,89,"HB, CB",HB:70; CB:14,2,"CNU, HB, TH, CB",CNU:92; HB:70; TH:69; CB:14,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,567,350,217,0.617284
DY_020,sub-DY_020,danlab,8,16,1934,2020-10-06,1,2e22c1fc-eec6-4856-85a0-7dba8668f646,2,306,probe01,779fbed1-4b0e-4d7d-8882-6650690221a0,217,"CNU, TH",CNU:92; TH:69,2,"CNU, HB, TH, CB",CNU:92; HB:70; TH:69; CB:14,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,567,350,217,0.617284
PL015,sub-PL015,hausserlab,5,5,396,2022-02-20,1,64977c74-9c04-437a-9ea1-50386c4996db,1,63,probe00,6292dc98-e2f1-45de-b045-56d98fdaca75,63,"HPF, Isocortex, OLF, CTXsp",HPF:43; Isocortex:8; OLF:8; CTXsp:3,4,"HPF, Isocortex, OLF, CTXsp",HPF:43; Isocortex:8; OLF:8; CTXsp:3,4,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,817,497,320,0.608323
PL015,sub-PL015,hausserlab,5,5,396,2022-02-21,2,9a6e127b-bb07-4be2-92e2-53dd858c2762,1,107,probe00,e5bc1f00-f4b8-4b35-a9b6-60d9cc7959a1,107,"HPF, Isocortex",HPF:87; Isocortex:13,2,"HPF, Isocortex",HPF:87; Isocortex:13,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,653,434,219,0.664625
PL015,sub-PL015,hausserlab,5,5,396,2022-02-22,1,09156021-9a1d-4e1d-ae59-48cbde3c5d42,1,81,probe00,9e069684-a4be-4b70-b9e6-446309f977d4,81,Isocortex,Isocortex:81,1,Isocortex,Isocortex:81,1,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,630,431,199,0.684127
PL015,sub-PL015,hausserlab,5,5,396,2022-02-23,1,90e524a2-aa63-47ce-b5b8-1b1941a1223a,1,134,probe00,c736dc60-0726-410d-8419-cb6ea025d5b1,134,"MB, HB",MB:97; HB:37,2,"MB, HB",MB:97; HB:37,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,419,333,86,0.794749
PL015,sub-PL015,hausserlab,5,5,396,2022-07-21,1,1d4a7bd6-296a-48b9-b20e-bd0ac80750a5,1,11,probe00,09b62a15-dd8b-4f47-881f-d3f1e5ea5ff4,11,"TH, HPF",TH:9; HPF:1,2,"TH, HPF",TH:9; HPF:1,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,417,238,179,0.570743
PL016,sub-PL016,hausserlab,1,1,155,2022-01-17,1,58c4bf97-ec3b-45b4-9db4-d5d9515d5b00,1,155,probe00,46cd9c0a-39de-4aeb-90a6-86a2fda0b1a4,155,"MB, HB",MB:94; HB:51,2,"MB, HB",MB:94; HB:51,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,426,232,194,0.544601
PL017,sub-PL017,hausserlab,7,8,832,2021-11-07,1,10fac7a1-919d-4ca7-83c4-4675bd8d9416,1,140,probe00,594664af-9033-4651-861d-2be9277c9866,140,"Isocortex, MB, HPF",Isocortex:54; MB:42; HPF:1,3,"Isocortex, MB, HPF",Isocortex:54; MB:42; HPF:1,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,546,397,149,0.727106
PL017,sub-PL017,hausserlab,7,8,832,2021-11-09,1,8b1f4024-3d96-4ee7-95f9-8a1dfd4ce4ef,1,39,probe00,81f0087b-2bd1-4e48-8e86-e8206aee3d9d,39,"MB, HPF",MB:29; HPF:10,2,"MB, HPF",MB:29; HPF:10,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,401,290,111,0.723192
PL017,sub-PL017,hausserlab,7,8,832,2021-11-14,1,68775ca0-b056-48d5-b6ae-a4c2a76ae48f,1,138,probe00,a6bcfe32-69ce-414f-80bc-495d1b4906af,138,"MB, HPF, Isocortex",MB:96; HPF:19; Isocortex:13,3,"MB, HPF, Isocortex",MB:96; HPF:19; Isocortex:13,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,817,576,241,0.705018
PL017,sub-PL017,hausserlab,7,8,832,2021-11-15,1,f27e6cd6-cdd3-4524-b8e3-8146046e2a7d,1,129,probe00,e8901184-9f60-4309-bee5-c3c95030550a,129,"TH, HY, MB, HPF",TH:67; HY:20; MB:15; HPF:5,4,"TH, HY, MB, HPF",TH:67; HY:20; MB:15; HPF:5,4,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,419,276,143,0.658711
PL017,sub-PL017,hausserlab,7,8,832,2021-11-16,1,d71e565d-4ddb-42df-849e-f99cfdeced52,2,173,probe00,a44bd77c-de9c-49cc-85e5-354aa9f1eb98,83,"CB, HB",CB:43; HB:10,2,"TH, CB, HB, MB",TH:60; CB:43; HB:10; MB:1,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,457,295,162,0.645514
PL017,sub-PL017,hausserlab,7,8,832,2021-11-16,1,d71e565d-4ddb-42df-849e-f99cfdeced52,2,173,probe01,c3ef78d5-7c75-48a4-96b7-f8ecc91c2eca,90,"TH, MB",TH:60; MB:1,2,"TH, CB, HB, MB",TH:60; CB:43; HB:10; MB:1,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,457,295,162,0.645514
PL017,sub-PL017,hausserlab,7,8,832,2021-11-30,1,1b61b7f2-a599-4e40-abd6-3e758d2c9e25,1,79,probe00,2cbb5bc7-edbd-431e-a931-21e466d20dec,79,MB,MB:55,1,MB,MB:55,1,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,875,537,338,0.613714
PL017,sub-PL017,hausserlab,7,8,832,2021-12-01,1,cea755db-4eee-4138-bdd6-fc23a572f5a1,1,134,probe00,3c9c3757-32dd-40cf-83ec-5e21731ce9c5,134,"MB, HB",MB:70; HB:64,2,"MB, HB",MB:70; HB:64,2,True,True,probe00,False,,False,,Neither,831,606,225,0.729242
PL024,sub-PL024,hausserlab,1,1,126,2021-12-04,1,30af8629-7b96-45b7-8778-374720ddbc5e,1,126,probe00,1878c999-d523-474a-9d4e-8dde53d7324c,126,"HPF, CTXsp, CNU",HPF:34; CTXsp:29; CNU:5,3,"HPF, CTXsp, CNU",HPF:34; CTXsp:29; CNU:5,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,416,307,109,0.737981
PL030,sub-PL030,hausserlab,8,8,1241,2022-09-12,1,283ecb4c-e529-409c-9f0a-8ea5191dcf50,1,47,probe00,80c7f589-733c-4f23-abf3-ade8c79f0a3b,47,"HB, CB",HB:38; CB:5,2,"HB, CB",HB:38; CB:5,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,460,317,143,0.68913
PL030,sub-PL030,hausserlab,8,8,1241,2022-09-14,1,6bf810fd-fbeb-4eea-9ea7-b6791d002b22,1,127,probe00,234c9e15-79a4-4e8a-8263-8b06cfbcbe7d,127,"HB, CB",HB:108; CB:18,2,"HB, CB",HB:108; CB:18,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,489,329,160,0.672802
PL030,sub-PL030,hausserlab,8,8,1241,2022-09-15,1,bd07e3a7-09c3-4b67-996b-42b6d5cedf1c,1,175,probe00,6104a953-589c-4661-bed9-a81ccef7d0be,175,"CB, HB",CB:88; HB:21,2,"CB, HB",CB:88; HB:21,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,473,387,86,0.818182
PL030,sub-PL030,hausserlab,8,8,1241,2022-09-16,1,c16d3557-b2c1-4545-93d0-112ac0915d93,1,459,probe00,a21bade7-5be7-4a17-a9b9-ddee453e6260,459,"HB, CB",HB:118; CB:93,2,"HB, CB",HB:118; CB:93,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,532,380,152,0.714286
PL030,sub-PL030,hausserlab,8,8,1241,2022-10-06,1,2038e95d-64d4-4ecb-83d0-1308d3c598f8,1,130,probe00,1a924329-65aa-465d-b201-c2dd898aebd0,130,"TH, HPF, HY",TH:109; HPF:17; HY:1,3,"TH, HPF, HY",TH:109; HPF:17; HY:1,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,535,352,183,0.657944
PL030,sub-PL030,hausserlab,8,8,1241,2022-10-08,1,500a71dd-8768-4211-a1fe-1fafc9fcbf29,1,36,probe00,5eebb5d6-cf9b-49a0-b297-0701c4d90173,36,"TH, HPF, HY",TH:24; HPF:9; HY:2,3,"TH, HPF, HY",TH:24; HPF:9; HY:2,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,408,292,116,0.715686
PL030,sub-PL030,hausserlab,8,8,1241,2022-10-13,1,61caa69d-088b-465a-b9d0-d75341dabac6,1,188,probe00,6981808a-357c-4ffd-9989-33160ba9e256,188,"MB, HY",MB:183; HY:5,2,"MB, HY",MB:183; HY:5,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,504,323,181,0.640873
PL030,sub-PL030,hausserlab,8,8,1241,2022-10-17,2,233617ec-c5cf-4eda-afc8-3b1d94f36d73,1,79,probe00,5bfcf68f-4e0b-46f8-a9e3-8e919d5ddd1c,79,"TH, CNU, HPF",TH:50; CNU:19; HPF:5,3,"TH, CNU, HPF",TH:50; CNU:19; HPF:5,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,444,363,81,0.817568
PL031,sub-PL031,hausserlab,5,5,351,2022-11-15,1,ef38e503-dd79-4185-bf87-4712d4f274fe,1,104,probe00,379105fd-dbb1-40d9-8a51-ae5a8ef8df04,104,"CNU, OLF, CTXsp",CNU:69; OLF:19; CTXsp:12,3,"CNU, OLF, CTXsp",CNU:69; OLF:19; CTXsp:12,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,577,295,282,0.511265
PL031,sub-PL031,hausserlab,5,5,351,2022-11-16,1,fbd28ea6-3251-48e0-b215-2c51ec5185f7,1,48,probe00,fd6d686b-eae1-44cb-adbb-159c69c85827,48,"CNU, CTXsp, OLF",CNU:18; CTXsp:17; OLF:9,3,"CNU, CTXsp, OLF",CNU:18; CTXsp:17; OLF:9,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,629,277,352,0.440382
PL031,sub-PL031,hausserlab,5,5,351,2022-11-17,1,9fcbd1a0-77e6-4c41-9428-eeaee74becd5,1,21,probe00,9866c08f-acce-4291-b94d-d9835e62f835,21,CNU,CNU:16,1,CNU,CNU:16,1,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,522,249,273,0.477011
PL031,sub-PL031,hausserlab,5,5,351,2022-11-19,1,c23b4118-db40-4333-af1d-933154b533c6,1,79,probe00,32e30a72-5f18-4aff-81c3-4553531b2d75,79,"TH, Isocortex, CNU",TH:41; Isocortex:6; CNU:1,3,"TH, Isocortex, CNU",TH:41; Isocortex:6; CNU:1,3,True,True,probe00,True,"left, right",True,"left, right",DLC + Lightning Pose,457,198,259,0.43326
PL031,sub-PL031,hausserlab,5,5,351,2022-12-07,1,c8e11fd8-d130-4f06-abba-9aa20240ce7c,1,99,probe00,623bb859-eb7c-4739-ba18-28ecad1d9fbb,99,"TH, HPF, MB",TH:59; HPF:22; MB:15,3,"TH, HPF, MB",TH:59; HPF:22; MB:15,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,632,264,368,0.417722
PL033,sub-PL033,hausserlab,13,13,1104,2022-10-04,2,62902992-8432-46fb-af12-6392012e58c7,1,99,probe00,edc82c06-83fd-44be-a41e-52fdeea728b4,99,"Isocortex, TH, HY",Isocortex:21; TH:15; HY:1,3,"Isocortex, TH, HY",Isocortex:21; TH:15; HY:1,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,659,375,284,0.569044
PL033,sub-PL033,hausserlab,13,13,1104,2022-10-05,1,4546cd60-fa2a-4d20-a9b6-d091e01d16f2,1,41,probe00,a464fc97-1391-4bbe-9aef-73a79975d27f,41,CNU,CNU:31,1,CNU,CNU:31,1,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,550,311,239,0.565455
PL033,sub-PL033,hausserlab,13,13,1104,2022-10-06,1,cef05f87-161b-4031-932c-6f47daf89698,1,114,probe00,c1014051-d06b-4f85-9887-e7c42a94baf2,114,"CNU, Isocortex",CNU:97; Isocortex:15,2,"CNU, Isocortex",CNU:97; Isocortex:15,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,586,355,231,0.605802
PL033,sub-PL033,hausserlab,13,13,1104,2022-10-07,1,75db708a-9952-4452-a5b1-a851d88f8e28,1,31,probe00,f2803f8c-a37b-42dd-9f20-84bdc90b21e2,31,"HY, TH",HY:17; TH:13,2,"HY, TH",HY:17; TH:13,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,551,312,239,0.566243
PL033,sub-PL033,hausserlab,13,13,1104,2022-10-10,1,7f150b7c-c261-46e6-9edb-cc391c9d9f03,1,87,probe00,0ffa052a-fe3f-46c2-999d-43bd56b7826e,87,"TH, HY, Isocortex",TH:71; HY:6; Isocortex:5,3,"TH, HY, Isocortex",TH:71; HY:6; Isocortex:5,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,656,341,315,0.519817
PL033,sub-PL033,hausserlab,13,13,1104,2022-10-11,1,837b4e6a-ccfd-49b0-a1dd-3aa53fbf2ecb,1,235,probe00,d3deaed9-34b7-41da-bd62-961750cb9ca0,235,"HY, CNU",HY:95; CNU:82,2,"HY, CNU",HY:95; CNU:82,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,560,345,215,0.616071
PL033,sub-PL033,hausserlab,13,13,1104,2022-10-12,1,9fc31d79-b56f-46d0-92a0-e9563caf4a7a,1,67,probe00,b8f3a7c3-b700-446b-8d29-69691c0e3b1d,67,"Isocortex, TH",Isocortex:54; TH:13,2,"Isocortex, TH",Isocortex:54; TH:13,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,420,284,136,0.67619
PL033,sub-PL033,hausserlab,13,13,1104,2022-10-25,1,a34b4013-414b-42ed-9318-e93fbbc71e7b,1,32,probe00,22f26d69-0b30-450e-9618-ee801b720e0a,32,"TH, HY, HPF",TH:24; HY:6; HPF:2,3,"TH, HY, HPF",TH:24; HY:6; HPF:2,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,711,267,444,0.375527
PL033,sub-PL033,hausserlab,13,13,1104,2022-10-26,1,49250fba-801c-4867-a0a7-a1e19538cb61,1,22,probe00,a6b71993-165b-4c43-845c-c062fe7d7a11,22,"TH, HY",TH:18; HY:4,2,"TH, HY",TH:18; HY:4,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,678,378,300,0.557522
PL033,sub-PL033,hausserlab,13,13,1104,2022-10-28,1,2ab7d2c2-bcb7-4ae6-9626-f3786c22d970,1,38,probe00,c44adf4f-3d1c-491f-88e4-c516cc910bd8,38,"TH, CTXsp, CNU",TH:22; CTXsp:10; CNU:1,3,"TH, CTXsp, CNU",TH:22; CTXsp:10; CNU:1,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,591,311,280,0.526227
PL033,sub-PL033,hausserlab,13,13,1104,2022-10-29,2,94dabed1-741c-4ddd-a6b7-70561e27b750,1,76,probe00,ec2fbc3e-cb2b-48cb-a521-3a6ca15e244c,76,"TH, HY, HPF",TH:70; HY:5; HPF:1,3,"TH, HY, HPF",TH:70; HY:5; HPF:1,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,629,381,248,0.605723
PL033,sub-PL033,hausserlab,13,13,1104,2022-11-02,1,be164a14-6e73-42c3-ab60-d29c48693c0f,1,191,probe00,77121d92-6dde-4243-ab54-0a99efa22e99,191,"TH, HY",TH:163; HY:28,2,"TH, HY",TH:163; HY:28,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,420,258,162,0.614286
PL033,sub-PL033,hausserlab,13,13,1104,2022-11-03,1,37ac03f1-9831-4a30-90fc-a59e635b98bd,1,71,probe00,8b31b4bd-003e-4816-a3bf-2df4cc3558f8,71,"TH, HPF",TH:70; HPF:1,2,"TH, HPF",TH:70; HPF:1,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,490,316,174,0.644898
PL034,sub-PL034,hausserlab,3,3,124,2022-10-18,1,87ad026d-5b95-4022-8d59-c260870d830f,1,47,probe00,4f922a5b-5014-455d-8cd5-7caed78af615,47,"HPF, TH, HY",HPF:41; TH:3; HY:1,3,"HPF, TH, HY",HPF:41; TH:3; HY:1,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,926,595,331,0.642549
PL034,sub-PL034,hausserlab,3,3,124,2022-10-19,1,3bb54985-77b2-421d-9d1f-46185be51216,1,10,probe00,81950362-ed95-4662-997f-e119bbd594d1,10,"TH, HY",TH:9; HY:1,2,"TH, HY",TH:9; HY:1,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,755,400,355,0.529801
PL034,sub-PL034,hausserlab,3,3,124,2022-10-20,1,6cbeead9-bb7a-40e1-8ccd-47ae60239654,1,67,probe00,0a85a28b-e9e3-44ec-ad4d-88ba9116ff63,67,"HPF, TH",HPF:50; TH:5,2,"HPF, TH",HPF:50; TH:5,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,499,328,171,0.657315
PL035,sub-PL035,hausserlab,4,4,267,2023-04-12,1,a2b9fbbe-79fc-4166-a16e-b307813a2f06,1,87,probe00,d552cffa-b662-40bd-b1e3-98d0a8face2c,87,"MB, Isocortex, HPF",MB:54; Isocortex:25; HPF:8,3,"MB, Isocortex, HPF",MB:54; Isocortex:25; HPF:8,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,469,289,180,0.616205
PL035,sub-PL035,hausserlab,4,4,267,2023-04-13,1,5437ec1f-6535-470c-80b8-4c8806ee085d,1,43,probe00,b9faf068-fd1c-4568-8a1a-f503eed6f726,43,"Isocortex, HPF, MB",Isocortex:18; HPF:11; MB:7,3,"Isocortex, HPF, MB",Isocortex:18; HPF:11; MB:7,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,512,258,254,0.503906
PL035,sub-PL035,hausserlab,4,4,267,2023-04-14,1,36573e0b-ddd6-4504-94ec-9a23c877486c,1,65,probe00,f72e60c3-3593-466a-afaf-91145c44fb2b,65,"MB, HB",MB:44; HB:17,2,"MB, HB",MB:44; HB:17,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,516,255,261,0.494186
PL035,sub-PL035,hausserlab,4,4,267,2023-04-15,1,04749a70-ac63-477d-8392-d4d529184fab,1,72,probe00,a44a9942-0667-4d49-9047-40d2256c9854,72,"MB, HB",MB:59; HB:3,2,"MB, HB",MB:59; HB:3,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,593,350,243,0.590219
PL037,sub-PL037,hausserlab,6,6,932,2023-04-06,1,d23b005f-46f5-4fe1-870c-f55f6eb9533d,1,180,probe00,d70f3604-b3cc-41b0-967a-f6619b2586a7,180,"MB, HB",MB:116; HB:53,2,"MB, HB",MB:116; HB:53,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,586,414,172,0.706485
PL037,sub-PL037,hausserlab,6,6,932,2023-04-07,1,7235b10c-6621-44ea-abe9-01559633472d,1,173,probe00,a450558e-195f-44ff-979b-6b6420c9621b,173,"MB, HB",MB:103; HB:62,2,"MB, HB",MB:103; HB:62,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,610,358,252,0.586885
PL037,sub-PL037,hausserlab,6,6,932,2023-04-09,1,fd03d365-91df-41e2-ad81-9e0e4b9f5c7b,1,216,probe00,e033ef96-3590-4e52-bb01-6c6d75bab083,216,"MB, HB, HPF, Isocortex",MB:162; HB:25; HPF:11; Isocortex:2,4,"MB, HB, HPF, Isocortex",MB:162; HB:25; HPF:11; Isocortex:2,4,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,601,316,285,0.52579
PL037,sub-PL037,hausserlab,6,6,932,2023-04-10,1,62ff920c-2fdd-4feb-9d9f-0d66f2e595a1,1,123,probe00,31258665-fbe8-4599-9c5f-dbc0eeee9c51,123,"MB, HB, HPF",MB:62; HB:57; HPF:1,3,"MB, HB, HPF",MB:62; HB:57; HPF:1,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,627,311,316,0.496013
PL037,sub-PL037,hausserlab,6,6,932,2023-04-13,1,14127fdb-2e66-4823-b124-f49c128ba94d,1,186,probe00,0a45a464-a909-4b7c-a3e0-cd6cfb4262e4,186,"MB, HB, HPF",MB:88; HB:87; HPF:1,3,"MB, HB, HPF",MB:88; HB:87; HPF:1,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,629,371,258,0.589825
PL037,sub-PL037,hausserlab,6,6,932,2023-04-14,1,7eeb8423-49e6-4d40-ab6f-703d17af231a,1,54,probe00,88e148d2-d554-42c2-9c41-cc6369f98c45,54,"MB, HB, HPF",MB:27; HB:17; HPF:5,3,"MB, HB, HPF",MB:27; HB:17; HPF:5,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,632,445,187,0.704114
PL050,sub-PL050,hausserlab,9,11,1282,2023-06-05,1,6ab9d98c-b1e9-4574-b8fe-b9eec88097e0,1,145,probe00,e4ce2e94-6fb9-4afe-acbf-6f5a3498602e,145,"MB, HPF, Isocortex",MB:106; HPF:29; Isocortex:7,3,"MB, HPF, Isocortex",MB:106; HPF:29; Isocortex:7,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,874,618,256,0.707094
PL050,sub-PL050,hausserlab,9,11,1282,2023-06-06,1,37bbc17f-8dec-4fa8-97fd-e23a5c6bad1f,1,159,probe00,567b4da5-6ee6-4300-9f40-442930c2b1ca,159,"HB, MB",HB:96; MB:60,2,"HB, MB",HB:96; MB:60,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,759,485,274,0.638999
PL050,sub-PL050,hausserlab,9,11,1282,2023-06-07,1,0cf6d255-8f2f-463e-84fb-c54bacb79f51,1,110,probe00,c5b9e063-f640-4936-b851-f7602cb6659b,110,"HPF, Isocortex, TH, MB",HPF:63; Isocortex:24; TH:17; MB:1,4,"HPF, Isocortex, TH, MB",HPF:63; Isocortex:24; TH:17; MB:1,4,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,702,507,195,0.722222
PL050,sub-PL050,hausserlab,9,11,1282,2023-06-08,1,c02e5155-8e8f-427e-873d-d61490bbb9c3,1,27,probe00,e089d4d9-0a74-4ebc-951d-67098305e06b,27,"HB, HPF",HB:21; HPF:1,2,"HB, HPF",HB:21; HPF:1,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,929,591,338,0.636168
PL050,sub-PL050,hausserlab,9,11,1282,2023-06-09,1,98e0074c-706a-40e5-bbb5-223f97585a99,2,147,probe00,47403ac7-6635-4477-9477-18ff605ff5d4,44,"MB, HB",MB:37; HB:4,2,"HB, MB, HPF",HB:72; MB:37; HPF:12,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,740,534,206,0.721622
PL050,sub-PL050,hausserlab,9,11,1282,2023-06-09,1,98e0074c-706a-40e5-bbb5-223f97585a99,2,147,probe01,0566938b-245d-4e5f-89ee-59d53a44f065,103,"HB, HPF",HB:68; HPF:12,2,"HB, MB, HPF",HB:72; MB:37; HPF:12,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,740,534,206,0.721622
PL050,sub-PL050,hausserlab,9,11,1282,2023-06-11,1,e6de6c35-1508-4471-b7c3-f12a5c7a6d39,1,75,probe00,7cb5128d-aaf5-4859-a236-527bff0f3c76,75,"HB, MB",HB:54; MB:15,2,"HB, MB",HB:54; MB:15,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,540,355,185,0.657407
PL050,sub-PL050,hausserlab,9,11,1282,2023-06-12,1,1dbba733-24a4-4400-9436-53f1bd8428e8,2,296,probe00,ec1e2af7-c107-4a18-ab05-cefb9174d516,72,"HB, HPF, Isocortex",HB:55; HPF:8; Isocortex:1,3,"HPF, HB, Isocortex",HPF:225; HB:55; Isocortex:6,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,620,406,214,0.654839
PL050,sub-PL050,hausserlab,9,11,1282,2023-06-12,1,1dbba733-24a4-4400-9436-53f1bd8428e8,2,296,probe01,22609d51-0a6a-425d-a3ef-eeb43a9ba350,224,"HPF, Isocortex",HPF:217; Isocortex:5,2,"HPF, HB, Isocortex",HPF:225; HB:55; Isocortex:6,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,620,406,214,0.654839
PL050,sub-PL050,hausserlab,9,11,1282,2023-06-13,1,2584ce3c-db10-4076-89cb-5d313138dd38,1,247,probe00,b114e7e0-92b3-43bb-9529-53860e52606d,247,"HPF, Isocortex",HPF:164; Isocortex:83,2,"HPF, Isocortex",HPF:164; Isocortex:83,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,712,424,288,0.595506
PL050,sub-PL050,hausserlab,9,11,1282,2023-06-15,1,e6bdb1f4-b0bf-4451-8f23-4384f2102f91,1,76,probe00,a91e4882-d3aa-4339-8b14-e94fa419f328,76,"HB, MB",HB:68; MB:2,2,"HB, MB",HB:68; MB:2,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,773,445,328,0.575679
SWC_042,sub-SWC_042,hoferlab,2,3,234,2020-07-13,1,66d98e6e-bcd9-4e78-8fbb-636f7e808b29,1,70,probe00,4f10fbb7-57be-427b-bb1d-a19bd31dc27b,70,"TH, Isocortex, HPF",TH:52; Isocortex:7; HPF:6,3,"TH, Isocortex, HPF",TH:52; Isocortex:7; HPF:6,3,True,True,probe00,True,"left, right",True,"left, right",DLC + Lightning Pose,564,381,183,0.675532
SWC_042,sub-SWC_042,hoferlab,2,3,234,2020-07-17,1,f9860a11-24d3-452e-ab95-39e199f20a93,2,164,probe00,b73ef9cf-462c-4de3-ae61-5907790ebd0e,105,"HPF, TH",HPF:65; TH:34,2,"HPF, TH, Isocortex",HPF:84; TH:65; Isocortex:6,3,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,463,265,198,0.572354
