subject,dataset_mouse_id,lab,n_sessions_mouse,n_probes_mouse,n_good_units_mouse,date,session_number,eid,n_probes_session,n_good_units_session,probe_name,pid,n_good_units,probe_regions_with_good_units,probe_region_good_unit_counts,n_regions_probe,session_regions_with_good_units,session_region_good_unit_counts,n_regions_session,raw_lfp_available_session,raw_lfp_available_probe,raw_lfp_probes,dlc_available,dlc_views,lightning_pose_available,lightning_pose_views,pose_keypoints_available,n_trials_total,n_trials_bwm_include,n_trials_excluded_from_bwm,bwm_trial_inclusion_fraction
ibl_witten_13,sub-ibl_witten_13,wittenlab,3,4,567,2019-12-03,1,ebe090af-5922-4fcd-8fc6-17b8ba7bad6d,1,239,probe01,11a5a93e-58a9-4ed0-995e-52279ec16b98,239,"TH, Isocortex, HPF",TH:188; Isocortex:20; HPF:19,3,"TH, Isocortex, HPF",TH:188; Isocortex:20; HPF:19,3,True,True,probe01,False,,False,,Neither,850,731,119,0.86
ibl_witten_17,sub-ibl_witten_17,wittenlab,3,3,153,2020-07-22,3,d832d9f7-c96a-4f63-8921-516ba4a7b61f,1,12,probe01,800e8e76-dc93-4e52-ae8d-e35ad26daefe,12,"TH, CNU",TH:10; CNU:2,2,"TH, CNU",TH:10; CNU:2,2,True,True,probe01,False,,False,,Neither,660,443,217,0.671212
ibl_witten_17,sub-ibl_witten_17,wittenlab,3,3,153,2020-07-23,1,dcceebe5-4589-44df-a1c1-9fa33e779727,1,13,probe00,134e8241-f5d7-4ad7-a8c0-11b34f2eedc3,13,"TH, Isocortex",TH:10; Isocortex:2,2,"TH, Isocortex",TH:10; Isocortex:2,2,True,True,probe00,True,right,True,right,DLC + Lightning Pose,681,512,169,0.751836
ibl_witten_17,sub-ibl_witten_17,wittenlab,3,3,153,2020-07-30,4,b10ed1ba-2099-42c4-bee3-d053eb594f09,1,128,probe00,f1c3cf0a-f3ad-479b-8dd2-7d60ab6d03ff,128,"CB, HB",CB:91; HB:17,2,"CB, HB",CB:91; HB:17,2,True,True,probe00,True,right,True,right,DLC + Lightning Pose,896,634,262,0.707589
ibl_witten_18,sub-ibl_witten_18,wittenlab,3,3,327,2020-09-01,4,cae5cd75-55e5-4277-8db3-cf4d6c5ff918,1,82,probe00,46630957-63fd-4d0d-a2ba-8766f0796db8,82,"CTXsp, CNU, Isocortex",CTXsp:40; CNU:24; Isocortex:15,3,"CTXsp, CNU, Isocortex",CTXsp:40; CNU:24; Isocortex:15,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,498,259,239,0.52008
ibl_witten_18,sub-ibl_witten_18,wittenlab,3,3,327,2020-09-02,1,4ef13091-1bc8-4f32-9619-107bdf48540c,1,93,probe00,aec2b14f-5dbc-400b-bf2e-dd13e711e2ff,93,"TH, Isocortex, CNU",TH:32; Isocortex:24; CNU:10,3,"TH, Isocortex, CNU",TH:32; Isocortex:24; CNU:10,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,861,627,234,0.728223
ibl_witten_18,sub-ibl_witten_18,wittenlab,3,3,327,2020-09-03,2,25f77e81-c1af-46ab-8686-73ac3d67c4a7,1,152,probe00,f142d2c6-6d85-4e9d-9c56-07620486e068,152,"CTXsp, Isocortex, CNU, OLF",CTXsp:46; Isocortex:38; CNU:23; OLF:16,4,"CTXsp, Isocortex, CNU, OLF",CTXsp:46; Isocortex:38; CNU:23; OLF:16,4,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,1014,506,508,0.499014
ibl_witten_19,sub-ibl_witten_19,wittenlab,3,4,295,2020-07-21,1,4ddb8a95-788b-48d0-8a0a-66c7c796da96,2,137,probe00,d3b3c9a7-cf6a-4d25-b8da-e0f599a26191,70,MB,MB:67,1,"MB, Isocortex, CNU, OLF",MB:67; Isocortex:39; CNU:19; OLF:9,4,True,True,"probe00, probe01",True,right,True,right,DLC + Lightning Pose,722,569,153,0.788089
ibl_witten_19,sub-ibl_witten_19,wittenlab,3,4,295,2020-07-21,1,4ddb8a95-788b-48d0-8a0a-66c7c796da96,2,137,probe01,20469b30-1cd8-4078-9883-a840a0f6d787,67,"Isocortex, CNU, OLF",Isocortex:39; CNU:19; OLF:9,3,"MB, Isocortex, CNU, OLF",MB:67; Isocortex:39; CNU:19; OLF:9,4,True,True,"probe00, probe01",True,right,True,right,DLC + Lightning Pose,722,569,153,0.788089
ibl_witten_19,sub-ibl_witten_19,wittenlab,3,4,295,2020-07-22,1,f8041c1e-5ef4-4ae6-afec-ed82d7a74dc1,1,16,probe01,8aba5f8c-4438-4588-9bb0-b20d2fd3eca5,16,Isocortex,Isocortex:16,1,Isocortex,Isocortex:16,1,True,True,probe01,True,right,True,right,DLC + Lightning Pose,508,304,204,0.598425
ibl_witten_19,sub-ibl_witten_19,wittenlab,3,4,295,2020-07-23,1,65f5c9b4-4440-48b9-b914-c593a5184a18,1,142,probe00,b549e337-acc5-4837-9c56-e53b173fe5fe,142,"Isocortex, CNU, OLF",Isocortex:82; CNU:28; OLF:28,3,"Isocortex, CNU, OLF",Isocortex:82; CNU:28; OLF:28,3,True,True,probe00,True,right,True,right,DLC + Lightning Pose,458,359,99,0.783843
ibl_witten_20,sub-ibl_witten_20,wittenlab,3,4,635,2020-09-01,1,037d75ca-c90a-43f2-aca6-e86611916779,1,134,probe00,81a1cbae-60b6-4013-9511-1bf3855387a2,134,"HB, CB",HB:114; CB:10,2,"HB, CB",HB:114; CB:10,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,842,632,210,0.750594
ibl_witten_20,sub-ibl_witten_20,wittenlab,3,4,635,2020-09-02,1,e12fbe11-8a6b-4bf6-a955-e5f6cec31ef1,1,228,probe00,01937b3b-8719-43c3-b5bd-14e6b0cf2802,228,"HB, CB",HB:175; CB:35,2,"HB, CB",HB:175; CB:35,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,1065,703,362,0.660094
ibl_witten_20,sub-ibl_witten_20,wittenlab,3,4,635,2020-09-03,1,a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,2,273,probe00,57c5856a-c7bd-4d0f-87c6-37005b1484aa,216,"HB, CB",HB:139; CB:60,2,"HB, CB, MB, Isocortex, HPF",HB:139; CB:60; MB:44; Isocortex:6; HPF:5,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,972,665,307,0.684156
ibl_witten_20,sub-ibl_witten_20,wittenlab,3,4,635,2020-09-03,1,a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,2,273,probe01,769b42dc-acf3-4079-b09e-ec979568d297,57,"MB, Isocortex, HPF",MB:44; Isocortex:6; HPF:5,3,"HB, CB, MB, Isocortex, HPF",HB:139; CB:60; MB:44; Isocortex:6; HPF:5,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,972,665,307,0.684156
ibl_witten_25,sub-ibl_witten_25,wittenlab,1,2,308,2020-12-08,1,5285c561-80da-4563-8694-739da92e5dd0,2,308,probe00,bc2f8bde-9498-41d7-b9db-83bd05cd34ba,195,"HB, CB",HB:98; CB:49,2,"HB, HPF, CB, Isocortex",HB:98; HPF:93; CB:49; Isocortex:18,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,563,353,210,0.626998
ibl_witten_25,sub-ibl_witten_25,wittenlab,1,2,308,2020-12-08,1,5285c561-80da-4563-8694-739da92e5dd0,2,308,probe01,f698f893-da01-49a1-ae4b-16f7e42e5ff5,113,"HPF, Isocortex",HPF:93; Isocortex:18,2,"HB, HPF, CB, Isocortex",HB:98; HPF:93; CB:49; Isocortex:18,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,563,353,210,0.626998
ibl_witten_26,sub-ibl_witten_26,wittenlab,5,8,900,2021-01-27,2,ff96bfe1-d925-4553-94b5-bf8297adf259,2,233,probe00,86553ccc-2e51-4cfb-a8e6-80da6860c8d9,129,"CB, HB",CB:71; HB:53,2,"TH, CB, HB, HPF, Isocortex",TH:96; CB:71; HB:53; HPF:7; Isocortex:1,5,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,426,267,159,0.626761
ibl_witten_26,sub-ibl_witten_26,wittenlab,5,8,900,2021-01-27,2,ff96bfe1-d925-4553-94b5-bf8297adf259,2,233,probe01,84fd7fa3-6c2d-4233-b265-46a427d3d68d,104,"TH, HPF, Isocortex",TH:96; HPF:7; Isocortex:1,3,"TH, CB, HB, HPF, Isocortex",TH:96; CB:71; HB:53; HPF:7; Isocortex:1,5,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,426,267,159,0.626761
ibl_witten_26,sub-ibl_witten_26,wittenlab,5,8,900,2021-01-28,1,a9138924-4395-4981-83d1-530f6ff7c8fc,2,144,probe00,9338f8bb-e097-46d8-81b4-7f37beb4d308,93,"TH, CTXsp, HPF, CNU",TH:52; CTXsp:16; HPF:3; CNU:1,4,"TH, CB, CTXsp, HPF, CNU",TH:52; CB:50; CTXsp:16; HPF:3; CNU:1,5,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,884,374,510,0.423077
ibl_witten_26,sub-ibl_witten_26,wittenlab,5,8,900,2021-01-28,1,a9138924-4395-4981-83d1-530f6ff7c8fc,2,144,probe01,d8c7d3f2-f8e7-451d-bca1-7800f4ef52ed,51,CB,CB:50,1,"TH, CB, CTXsp, HPF, CNU",TH:52; CB:50; CTXsp:16; HPF:3; CNU:1,5,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,884,374,510,0.423077
ibl_witten_26,sub-ibl_witten_26,wittenlab,5,8,900,2021-01-29,1,8c2f7f4d-7346-42a4-a715-4d37a5208535,1,121,probe01,5b489aee-75e8-42af-aca6-3026d9a54c2d,121,"HB, CB",HB:86; CB:35,2,"HB, CB",HB:86; CB:35,2,True,True,probe01,True,"left, right",True,"left, right",DLC + Lightning Pose,471,245,226,0.52017
ibl_witten_26,sub-ibl_witten_26,wittenlab,5,8,900,2021-01-30,1,09394481-8dd2-4d5c-9327-f2753ede92d7,2,367,probe00,0fcb5f66-4d56-4247-8413-aef51e484e67,268,"HB, CB",HB:184; CB:57,2,"HB, CB",HB:271; CB:65,2,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,912,435,477,0.476974
ibl_witten_26,sub-ibl_witten_26,wittenlab,5,8,900,2021-01-30,1,09394481-8dd2-4d5c-9327-f2753ede92d7,2,367,probe01,da57bb3a-b0f2-465d-a5fc-cc84341450b0,99,"HB, CB",HB:87; CB:8,2,"HB, CB",HB:271; CB:65,2,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,912,435,477,0.476974
ibl_witten_26,sub-ibl_witten_26,wittenlab,5,8,900,2021-01-31,1,dc21e80d-97d7-44ca-a729-a8e3f9b14305,1,35,probe00,176b4fe3-f570-4d9f-9e25-a5d218f75c8b,35,"HPF, CB, Isocortex",HPF:20; CB:7; Isocortex:2,3,"HPF, CB, Isocortex",HPF:20; CB:7; Isocortex:2,3,True,True,probe00,True,"left, right",True,"left, right",DLC + Lightning Pose,1111,508,603,0.457246
ibl_witten_27,sub-ibl_witten_27,wittenlab,6,11,962,2021-01-13,2,25d1920e-a2af-4b6c-9f2e-fc6c65576544,2,298,probe00,c0e59477-43f0-4441-9f81-3a55ddad9dad,206,"HB, CB",HB:91; CB:54,2,"HB, CB",HB:164; CB:66,2,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,401,258,143,0.643392
ibl_witten_27,sub-ibl_witten_27,wittenlab,6,11,962,2021-01-13,2,25d1920e-a2af-4b6c-9f2e-fc6c65576544,2,298,probe01,76c5c1a1-3617-4727-9f75-d975c9a08203,92,"HB, CB",HB:73; CB:12,2,"HB, CB",HB:164; CB:66,2,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,401,258,143,0.643392
ibl_witten_27,sub-ibl_witten_27,wittenlab,6,11,962,2021-01-15,1,91e04f86-89df-4dec-a8f8-fa915c9a5f1a,1,109,probe00,37137b1d-34d4-4183-9796-abfc9ffb6abe,109,CB,CB:94,1,CB,CB:94,1,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,548,392,156,0.715328
ibl_witten_27,sub-ibl_witten_27,wittenlab,6,11,962,2021-01-16,3,c728f6fd-58e2-448d-aefb-a72c637b604c,2,183,probe00,30dfb8c6-9202-43fd-a92d-19fe68602b6f,42,"CB, HB",CB:20; HB:13,2,"HB, CB",HB:125; CB:48,2,True,True,"probe00, probe01",False,,False,,Neither,622,417,205,0.670418
ibl_witten_27,sub-ibl_witten_27,wittenlab,6,11,962,2021-01-16,3,c728f6fd-58e2-448d-aefb-a72c637b604c,2,183,probe01,4037a618-e6ba-4142-a6d2-3e32ef25fd1b,141,"HB, CB",HB:112; CB:28,2,"HB, CB",HB:125; CB:48,2,True,True,"probe00, probe01",False,,False,,Neither,622,417,205,0.670418
ibl_witten_27,sub-ibl_witten_27,wittenlab,6,11,962,2021-01-19,1,952870e5-f2a7-4518-9e6d-71585460f6fe,2,141,probe00,727ff7c4-d63f-4bd8-9888-f134a25b874f,61,"MB, Isocortex",MB:29; Isocortex:21,2,"MB, Isocortex, HPF",MB:73; Isocortex:31; HPF:25,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,906,713,193,0.786976
ibl_witten_27,sub-ibl_witten_27,wittenlab,6,11,962,2021-01-19,1,952870e5-f2a7-4518-9e6d-71585460f6fe,2,141,probe01,19137f8d-0f3b-4923-93ad-f741758e1b2e,80,"MB, HPF, Isocortex",MB:44; HPF:25; Isocortex:10,3,"MB, Isocortex, HPF",MB:73; Isocortex:31; HPF:25,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,906,713,193,0.786976
ibl_witten_27,sub-ibl_witten_27,wittenlab,6,11,962,2021-01-20,1,f304211a-81b1-446f-a435-25e589fe3a5a,2,69,probe00,f31bef35-3f56-4ca9-a34f-09d678f03039,32,"Isocortex, MB",Isocortex:26; MB:5,2,"Isocortex, MB, HPF",Isocortex:31; MB:23; HPF:11,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,1016,591,425,0.581693
ibl_witten_27,sub-ibl_witten_27,wittenlab,6,11,962,2021-01-20,1,f304211a-81b1-446f-a435-25e589fe3a5a,2,69,probe01,94761f31-0dfc-4f67-87ef-6d1ac7f95144,37,"MB, HPF, Isocortex",MB:18; HPF:11; Isocortex:5,3,"Isocortex, MB, HPF",Isocortex:31; MB:23; HPF:11,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,1016,591,425,0.581693
ibl_witten_27,sub-ibl_witten_27,wittenlab,6,11,962,2021-01-21,1,73918ae1-e4fd-4c18-b132-00cb555b1ad2,2,162,probe00,c9fb5e2e-bd92-41d8-8b7e-394005860a1e,129,"TH, HPF, CTXsp, MB, HY, OLF",TH:68; HPF:44; CTXsp:8; MB:4; HY:2; OLF:2,6,"TH, HPF, Isocortex, CTXsp, MB, HY, OLF",TH:90; HPF:46; Isocortex:9; CTXsp:8; MB:4; HY:2; OLF:2,7,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,625,467,158,0.7472
ibl_witten_27,sub-ibl_witten_27,wittenlab,6,11,962,2021-01-21,1,73918ae1-e4fd-4c18-b132-00cb555b1ad2,2,162,probe01,0851db85-2889-4070-ac18-a40e8ebd96ba,33,"TH, Isocortex, HPF",TH:22; Isocortex:9; HPF:2,3,"TH, HPF, Isocortex, CTXsp, MB, HY, OLF",TH:90; HPF:46; Isocortex:9; CTXsp:8; MB:4; HY:2; OLF:2,7,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,625,467,158,0.7472
ibl_witten_29,sub-ibl_witten_29,wittenlab,9,11,881,2021-06-08,1,d2832a38-27f6-452d-91d6-af72d794136c,1,148,probe00,b25799a5-09e8-4656-9c1b-44bc9cbb5279,148,"TH, HPF, Isocortex",TH:130; HPF:13; Isocortex:5,3,"TH, HPF, Isocortex",TH:130; HPF:13; Isocortex:5,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,663,522,141,0.78733
ibl_witten_29,sub-ibl_witten_29,wittenlab,9,11,881,2021-06-09,2,0cc486c3-8c7b-494d-aa04-b70e2690bcba,2,135,probe00,db2100c3-64ac-463e-97a1-20ce8266cd5f,21,"HY, TH",HY:8; TH:7,2,"CNU, Isocortex, HY, TH",CNU:87; Isocortex:21; HY:8; TH:7,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,563,445,118,0.790409
ibl_witten_29,sub-ibl_witten_29,wittenlab,9,11,881,2021-06-09,2,0cc486c3-8c7b-494d-aa04-b70e2690bcba,2,135,probe01,d8ccc6bb-f0d9-494a-b682-f12c73e228c6,114,"CNU, Isocortex",CNU:87; Isocortex:21,2,"CNU, Isocortex, HY, TH",CNU:87; Isocortex:21; HY:8; TH:7,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,563,445,118,0.790409
ibl_witten_29,sub-ibl_witten_29,wittenlab,9,11,881,2021-06-10,3,e9fc0a2d-c69d-44d1-9fa3-314782387cae,1,85,probe00,06d42449-d6ac-4c35-8f85-24ecfbc08bc1,85,"CNU, Isocortex",CNU:76; Isocortex:4,2,"CNU, Isocortex",CNU:76; Isocortex:4,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,430,238,192,0.553488
ibl_witten_29,sub-ibl_witten_29,wittenlab,9,11,881,2021-06-11,1,72028382-a869-4745-bacf-cb8789e16953,1,142,probe00,bb7a5967-56ae-4193-920d-142710b4f07d,142,"CNU, CTXsp, OLF, Isocortex",CNU:52; CTXsp:37; OLF:31; Isocortex:17,4,"CNU, CTXsp, OLF, Isocortex",CNU:52; CTXsp:37; OLF:31; Isocortex:17,4,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,986,765,221,0.775862
ibl_witten_29,sub-ibl_witten_29,wittenlab,9,11,881,2021-06-14,3,af55d16f-0e31-4073-bdb5-26da54914aa2,1,90,probe00,7d63ab43-95e4-41f5-bd43-c629578de7a9,90,"CNU, Isocortex",CNU:72; Isocortex:18,2,"CNU, Isocortex",CNU:72; Isocortex:18,2,True,True,probe00,True,"left, right",True,"left, right",DLC + Lightning Pose,1118,818,300,0.731664
ibl_witten_29,sub-ibl_witten_29,wittenlab,9,11,881,2021-06-16,1,821f1883-27f3-411d-afd3-fb8241bbc39a,1,160,probe00,88e1154c-bd92-446d-bd6d-550062666223,160,Isocortex,Isocortex:160,1,Isocortex,Isocortex:160,1,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,592,473,119,0.798986
ibl_witten_29,sub-ibl_witten_29,wittenlab,9,11,881,2021-06-17,1,69a0e953-a643-4f0e-bb26-dc65af3ea7d7,1,37,probe00,5a5a2320-3b0d-485d-aba2-dc96357e00d8,37,"TH, Isocortex",TH:29; Isocortex:8,2,"TH, Isocortex",TH:29; Isocortex:8,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,596,448,148,0.751678
ibl_witten_29,sub-ibl_witten_29,wittenlab,9,11,881,2021-06-18,1,86b6ba67-c1db-4333-add0-f8105ea6e363,2,40,probe00,366dabe3-2790-4511-a7dc-023a1ad9df75,28,"HB, CB",HB:18; CB:7,2,"HB, MB, CB, Isocortex",HB:18; MB:11; CB:7; Isocortex:1,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,565,457,108,0.80885
ibl_witten_29,sub-ibl_witten_29,wittenlab,9,11,881,2021-06-18,1,86b6ba67-c1db-4333-add0-f8105ea6e363,2,40,probe01,fcc167d6-cb53-4dc7-a58f-06a53cfabc84,12,"MB, Isocortex",MB:11; Isocortex:1,2,"HB, MB, CB, Isocortex",HB:18; MB:11; CB:7; Isocortex:1,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,565,457,108,0.80885
ibl_witten_29,sub-ibl_witten_29,wittenlab,9,11,881,2021-06-19,1,58b1e920-cfc8-467e-b28b-7654a55d0977,1,44,probe00,1f555fc6-5067-428b-a284-da6fb0b6b3a0,44,"Isocortex, MB",Isocortex:24; MB:15,2,"Isocortex, MB",Isocortex:24; MB:15,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,728,565,163,0.776099
ibl_witten_32,sub-ibl_witten_32,wittenlab,1,1,33,2021-07-21,2,08102cfc-a040-4bcf-b63c-faa0f4914a6f,1,33,probe01,f7c49002-6565-4314-83f7-19b9a16d8e61,33,"Isocortex, CNU, OLF",Isocortex:21; CNU:6; OLF:6,3,"Isocortex, CNU, OLF",Isocortex:21; CNU:6; OLF:6,3,True,True,probe01,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,406,144,262,0.35468
CSH_ZAD_001,sub-CSH_ZAD_001,zadorlab,1,1,50,2020-01-16,1,3e7ae7c0-fe8b-487c-9354-036236fa1010,1,50,probe00,6d3b68e0-3efd-4b03-b747-16e44118a0a9,50,"MB, HY, TH",MB:38; HY:6; TH:1,3,"MB, HY, TH",MB:38; HY:6; TH:1,3,True,True,probe00,True,left,True,left,DLC + Lightning Pose,854,358,496,0.419204
CSH_ZAD_011,sub-CSH_ZAD_011,zadorlab,3,6,458,2020-03-21,1,5b44c40f-80f4-44fb-abfb-c7f19e27a6ca,2,134,probe00,d6c810b2-5922-4127-af2b-4b104bc55c2b,83,"MB, HB, HPF, Isocortex",MB:49; HB:13; HPF:12; Isocortex:9,4,"HPF, MB, HB, Isocortex",HPF:63; MB:49; HB:13; Isocortex:9,4,True,True,"probe00, probe01",True,left,True,left,DLC + Lightning Pose,591,438,153,0.741117
CSH_ZAD_011,sub-CSH_ZAD_011,zadorlab,3,6,458,2020-03-21,1,5b44c40f-80f4-44fb-abfb-c7f19e27a6ca,2,134,probe01,68c98fb2-402b-4670-9b3b-0c77619998ea,51,HPF,HPF:51,1,"HPF, MB, HB, Isocortex",HPF:63; MB:49; HB:13; Isocortex:9,4,True,True,"probe00, probe01",True,left,True,left,DLC + Lightning Pose,591,438,153,0.741117
CSH_ZAD_011,sub-CSH_ZAD_011,zadorlab,3,6,458,2020-03-22,1,03cf52f6-fba6-4743-a42e-dd1ac3072343,2,119,probe00,a3d13b05-bf4d-427a-a2d5-2fe050d603ec,57,"MB, HPF, Isocortex",MB:43; HPF:10; Isocortex:4,3,"MB, TH, HPF, Isocortex",MB:66; TH:26; HPF:23; Isocortex:4,4,True,True,"probe00, probe01",False,,False,,Neither,415,308,107,0.742169
CSH_ZAD_011,sub-CSH_ZAD_011,zadorlab,3,6,458,2020-03-22,1,03cf52f6-fba6-4743-a42e-dd1ac3072343,2,119,probe01,b45c8f3f-6361-41df-9bc1-9df98b3d30e6,62,"TH, MB, HPF",TH:26; MB:23; HPF:13,3,"MB, TH, HPF, Isocortex",MB:66; TH:26; HPF:23; Isocortex:4,4,True,True,"probe00, probe01",False,,False,,Neither,415,308,107,0.742169
CSH_ZAD_011,sub-CSH_ZAD_011,zadorlab,3,6,458,2020-03-23,1,da188f2c-553c-4e04-879b-c9ea2d1b9a93,2,205,probe00,eda7a3ac-f038-4603-9c68-816234e9c4eb,64,"MB, Isocortex",MB:56; Isocortex:8,2,"HPF, MB, Isocortex",HPF:141; MB:56; Isocortex:8,3,True,True,"probe00, probe01",False,,False,,Neither,927,677,250,0.730313
CSH_ZAD_011,sub-CSH_ZAD_011,zadorlab,3,6,458,2020-03-23,1,da188f2c-553c-4e04-879b-c9ea2d1b9a93,2,205,probe01,dd619e10-5df1-4c79-bd62-cc00937b5d36,141,HPF,HPF:141,1,"HPF, MB, Isocortex",HPF:141; MB:56; Isocortex:8,3,True,True,"probe00, probe01",False,,False,,Neither,927,677,250,0.730313
CSH_ZAD_019,sub-CSH_ZAD_019,zadorlab,4,8,798,2020-08-14,1,7f6b86f9-879a-4ea2-8531-294a221af5d0,2,197,probe00,9657af01-50bd-4120-8303-416ad9e24a51,76,"MB, Isocortex, HPF",MB:34; Isocortex:27; HPF:15,3,"Isocortex, MB, HPF",Isocortex:89; MB:62; HPF:41,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,1013,655,358,0.646594
CSH_ZAD_019,sub-CSH_ZAD_019,zadorlab,4,8,798,2020-08-14,1,7f6b86f9-879a-4ea2-8531-294a221af5d0,2,197,probe01,4c04120d-523a-4795-ba8f-49dbb8d9f63a,121,"Isocortex, MB, HPF",Isocortex:62; MB:28; HPF:26,3,"Isocortex, MB, HPF",Isocortex:89; MB:62; HPF:41,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,1013,655,358,0.646594
CSH_ZAD_019,sub-CSH_ZAD_019,zadorlab,4,8,798,2020-08-16,1,5adab0b7-dfd0-467d-b09d-43cb7ca5d59c,2,318,probe00,b4131145-9675-4433-88e1-9ae016c701dd,186,"Isocortex, TH, HPF",Isocortex:91; TH:63; HPF:23,3,"TH, Isocortex, HPF, HY",TH:180; Isocortex:93; HPF:23; HY:10,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,672,440,232,0.654762
CSH_ZAD_019,sub-CSH_ZAD_019,zadorlab,4,8,798,2020-08-16,1,5adab0b7-dfd0-467d-b09d-43cb7ca5d59c,2,318,probe01,96fe2729-b5a2-4e77-92bb-9df410144768,132,"TH, HY, Isocortex",TH:117; HY:10; Isocortex:2,3,"TH, Isocortex, HPF, HY",TH:180; Isocortex:93; HPF:23; HY:10,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,672,440,232,0.654762
CSH_ZAD_019,sub-CSH_ZAD_019,zadorlab,4,8,798,2020-08-18,1,49e0ab27-827a-4c91-bcaa-97eea27a1b8d,2,141,probe00,0fa33419-e7b9-4d00-8cab-3b51f93ecf0c,63,"Isocortex, HPF, MB",Isocortex:52; HPF:3; MB:2,3,"Isocortex, MB, HPF, TH",Isocortex:55; MB:53; HPF:16; TH:7,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,884,598,286,0.676471
CSH_ZAD_019,sub-CSH_ZAD_019,zadorlab,4,8,798,2020-08-18,1,49e0ab27-827a-4c91-bcaa-97eea27a1b8d,2,141,probe01,ed469fda-4519-456f-a671-cf901222b4f8,78,"MB, HPF, TH, Isocortex",MB:51; HPF:13; TH:7; Isocortex:3,4,"Isocortex, MB, HPF, TH",Isocortex:55; MB:53; HPF:16; TH:7,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,884,598,286,0.676471
CSH_ZAD_019,sub-CSH_ZAD_019,zadorlab,4,8,798,2020-08-19,1,edd22318-216c-44ff-bc24-49ce8be78374,2,142,probe00,257d0357-76ed-4220-8d50-68da6efda72d,55,"Isocortex, HPF, MB",Isocortex:23; HPF:19; MB:1,3,"MB, HPF, Isocortex",MB:78; HPF:28; Isocortex:23,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,891,513,378,0.575758
