eid,subject,lab,date,session_number,n_trials,raw_lfp_available,raw_lfp_probes,n_raw_lfp_probes,dlc_available,dlc_views,lightning_pose_available,lightning_pose_views,pose_keypoints_available,n_registered_datasets,session_regions_with_good_units,session_region_good_unit_counts,n_regions_session
90e74228-fd1a-482f-bd56-05dbad132861,CSH_ZAD_022,zadorlab,2020-05-26,1,,True,probe00,1,True,left,True,left,DLC + Lightning Pose,127,"HY, MB, TH",HY:38; MB:35; TH:11,3
b81e3e11-9a60-4114-b894-09f85074d9c3,CSH_ZAD_022,zadorlab,2020-05-27,1,,True,probe00,1,False,,False,,Neither,112,"MB, HY",MB:20; HY:7,2
8207abc6-6b23-4762-92b4-82e05bed5143,CSH_ZAD_024,zadorlab,2020-06-08,1,,True,"probe00, probe01",2,True,left,True,left,DLC + Lightning Pose,219,"Isocortex, CNU, OLF",Isocortex:137; CNU:126; OLF:115,3
20c112a1-8a42-44e0-a4cd-e5b932f7bda9,CSH_ZAD_025,zadorlab,2020-07-26,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,232,"CB, HB",CB:112; HB:99,2
549caacc-3bd7-40f1-913d-e94141816547,CSH_ZAD_025,zadorlab,2020-07-27,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,232,"HB, MB, Isocortex, CB",HB:131; MB:37; Isocortex:23; CB:15,4
6274dda8-3a59-4aa1-95f8-a8a549c46a26,CSH_ZAD_025,zadorlab,2020-07-30,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,230,"MB, HPF, Isocortex",MB:146; HPF:105; Isocortex:98,3
90c61c38-b9fd-4cc3-9795-29160d2f8e55,CSH_ZAD_025,zadorlab,2020-07-31,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,145,"MB, Isocortex",MB:84; Isocortex:32,2
ff48aa1d-ef30-4903-ac34-8c41b738c1b9,CSH_ZAD_025,zadorlab,2020-08-03,1,,True,probe01,1,True,left,True,left,DLC + Lightning Pose,125,Isocortex,Isocortex:261,1
280ee768-f7b8-4c6c-9ea0-48ca75d6b6f3,CSH_ZAD_025,zadorlab,2020-08-04,2,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,232,"HPF, Isocortex, CNU",HPF:82; Isocortex:22; CNU:2,3
c557324b-b95d-414c-888f-6ee1329a2329,CSH_ZAD_025,zadorlab,2020-08-12,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,228,"TH, Isocortex, HPF, HY, MB",TH:126; Isocortex:67; HPF:65; HY:19; MB:12,5
5d01d14e-aced-4465-8f8e-9a1c674f62ec,CSH_ZAD_026,zadorlab,2020-08-14,2,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,241,"CNU, MB, Isocortex, OLF, HPF",CNU:140; MB:65; Isocortex:47; OLF:37; HPF:20,5
e56541a5-a6d5-4750-b1fe-f6b5257bfe7c,CSH_ZAD_026,zadorlab,2020-08-15,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,236,"Isocortex, CNU, CTXsp, OLF",Isocortex:125; CNU:109; CTXsp:37; OLF:35,4
81a78eac-9d36-4f90-a73a-7eb3ad7f770b,CSH_ZAD_026,zadorlab,2020-08-17,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,236,"Isocortex, CNU, CTXsp, OLF",Isocortex:173; CNU:76; CTXsp:55; OLF:4,4
626126d5-eecf-4e9b-900e-ec29a17ece07,CSH_ZAD_026,zadorlab,2020-08-18,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,240,"CNU, Isocortex, OLF, CTXsp",CNU:148; Isocortex:67; OLF:18; CTXsp:5,4
b69b86be-af7d-4ecf-8cbf-0cd356afa1bd,CSH_ZAD_026,zadorlab,2020-08-19,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,236,"HB, CNU, MB, Isocortex",HB:129; CNU:55; MB:55; Isocortex:17,4
15763234-d21e-491f-a01b-1238eb96d389,CSH_ZAD_026,zadorlab,2020-09-04,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,172,"TH, HPF, Isocortex",TH:133; HPF:20; Isocortex:18,3
e349a2e7-50a3-47ca-bc45-20d1899854ec,CSH_ZAD_029,zadorlab,2020-09-11,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,226,"HPF, Isocortex, HB, CB, MB",HPF:69; Isocortex:50; HB:44; CB:10; MB:3,5
1ec23a70-b94b-4e9c-a0df-8c2151da3761,CSH_ZAD_029,zadorlab,2020-09-13,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,231,"HPF, Isocortex",HPF:221; Isocortex:26,2
fcd49e34-f07b-441c-b2ac-cb8c462ec5ac,CSH_ZAD_029,zadorlab,2020-09-14,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,224,"HPF, Isocortex",HPF:229; Isocortex:29,2
5522ac4b-0e41-4c53-836a-aaa17e82b9eb,CSH_ZAD_029,zadorlab,2020-09-15,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,230,"MB, Isocortex, HPF",MB:163; Isocortex:80; HPF:16,3
993c7024-0abc-4028-ad30-d397ad55b084,CSH_ZAD_029,zadorlab,2020-09-16,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,226,"HB, MB, Isocortex",HB:133; MB:120; Isocortex:27,3
fece187f-b47f-4870-a1d6-619afe942a7d,CSH_ZAD_029,zadorlab,2020-09-17,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,226,"HB, TH, Isocortex, MB",HB:197; TH:36; Isocortex:20; MB:13,4
c7bd79c9-c47e-4ea5-aea3-74dda991b48e,CSH_ZAD_029,zadorlab,2020-09-19,1,,True,"probe00, probe01",2,True,"body, left, right",True,right,DLC + Lightning Pose,269,"CNU, TH, Isocortex, OLF, CTXsp",CNU:84; TH:61; Isocortex:44; OLF:29; CTXsp:18,5
