eid,subject,lab,date,session_number,n_trials,raw_lfp_available,raw_lfp_probes,n_raw_lfp_probes,dlc_available,dlc_views,lightning_pose_available,lightning_pose_views,pose_keypoints_available,n_registered_datasets,session_regions_with_good_units,session_region_good_unit_counts,n_regions_session
68775ca0-b056-48d5-b6ae-a4c2a76ae48f,PL017,hausserlab,2021-11-14,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,149,"MB, HPF, Isocortex",MB:96; HPF:19; Isocortex:13,3
f27e6cd6-cdd3-4524-b8e3-8146046e2a7d,PL017,hausserlab,2021-11-15,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,142,"TH, HY, MB, HPF",TH:67; HY:20; MB:15; HPF:5,4
d71e565d-4ddb-42df-849e-f99cfdeced52,PL017,hausserlab,2021-11-16,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,230,"TH, CB, HB, MB",TH:60; CB:43; HB:10; MB:1,4
1b61b7f2-a599-4e40-abd6-3e758d2c9e25,PL017,hausserlab,2021-11-30,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,142,MB,MB:55,1
cea755db-4eee-4138-bdd6-fc23a572f5a1,PL017,hausserlab,2021-12-01,1,,True,probe00,1,False,,False,,Neither,115,"MB, HB",MB:70; HB:64,2
30af8629-7b96-45b7-8778-374720ddbc5e,PL024,hausserlab,2021-12-04,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,149,"HPF, CTXsp, CNU",HPF:34; CTXsp:29; CNU:5,3
283ecb4c-e529-409c-9f0a-8ea5191dcf50,PL030,hausserlab,2022-09-12,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,152,"HB, CB",HB:38; CB:5,2
6bf810fd-fbeb-4eea-9ea7-b6791d002b22,PL030,hausserlab,2022-09-14,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,152,"HB, CB",HB:108; CB:18,2
bd07e3a7-09c3-4b67-996b-42b6d5cedf1c,PL030,hausserlab,2022-09-15,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,146,"CB, HB",CB:88; HB:21,2
c16d3557-b2c1-4545-93d0-112ac0915d93,PL030,hausserlab,2022-09-16,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,148,"HB, CB",HB:118; CB:93,2
2038e95d-64d4-4ecb-83d0-1308d3c598f8,PL030,hausserlab,2022-10-06,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,146,"TH, HPF, HY",TH:109; HPF:17; HY:1,3
500a71dd-8768-4211-a1fe-1fafc9fcbf29,PL030,hausserlab,2022-10-08,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,146,"TH, HPF, HY",TH:24; HPF:9; HY:2,3
61caa69d-088b-465a-b9d0-d75341dabac6,PL030,hausserlab,2022-10-13,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,152,"MB, HY",MB:183; HY:5,2
233617ec-c5cf-4eda-afc8-3b1d94f36d73,PL030,hausserlab,2022-10-17,2,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,148,"TH, CNU, HPF",TH:50; CNU:19; HPF:5,3
ef38e503-dd79-4185-bf87-4712d4f274fe,PL031,hausserlab,2022-11-15,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,148,"CNU, OLF, CTXsp",CNU:69; OLF:19; CTXsp:12,3
fbd28ea6-3251-48e0-b215-2c51ec5185f7,PL031,hausserlab,2022-11-16,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,148,"CNU, CTXsp, OLF",CNU:18; CTXsp:17; OLF:9,3
9fcbd1a0-77e6-4c41-9428-eeaee74becd5,PL031,hausserlab,2022-11-17,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,148,CNU,CNU:16,1
c23b4118-db40-4333-af1d-933154b533c6,PL031,hausserlab,2022-11-19,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,140,"TH, Isocortex, CNU",TH:41; Isocortex:6; CNU:1,3
c8e11fd8-d130-4f06-abba-9aa20240ce7c,PL031,hausserlab,2022-12-07,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,146,"TH, HPF, MB",TH:59; HPF:22; MB:15,3
62902992-8432-46fb-af12-6392012e58c7,PL033,hausserlab,2022-10-04,2,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,152,"Isocortex, TH, HY",Isocortex:21; TH:15; HY:1,3
4546cd60-fa2a-4d20-a9b6-d091e01d16f2,PL033,hausserlab,2022-10-05,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,152,CNU,CNU:31,1
cef05f87-161b-4031-932c-6f47daf89698,PL033,hausserlab,2022-10-06,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,146,"CNU, Isocortex",CNU:97; Isocortex:15,2
75db708a-9952-4452-a5b1-a851d88f8e28,PL033,hausserlab,2022-10-07,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,152,"HY, TH",HY:17; TH:13,2
7f150b7c-c261-46e6-9edb-cc391c9d9f03,PL033,hausserlab,2022-10-10,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,148,"TH, HY, Isocortex",TH:71; HY:6; Isocortex:5,3
837b4e6a-ccfd-49b0-a1dd-3aa53fbf2ecb,PL033,hausserlab,2022-10-11,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,148,"HY, CNU",HY:95; CNU:82,2
9fc31d79-b56f-46d0-92a0-e9563caf4a7a,PL033,hausserlab,2022-10-12,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,148,"Isocortex, TH",Isocortex:54; TH:13,2
a34b4013-414b-42ed-9318-e93fbbc71e7b,PL033,hausserlab,2022-10-25,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,147,"TH, HY, HPF",TH:24; HY:6; HPF:2,3
49250fba-801c-4867-a0a7-a1e19538cb61,PL033,hausserlab,2022-10-26,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,152,"TH, HY",TH:18; HY:4,2
2ab7d2c2-bcb7-4ae6-9626-f3786c22d970,PL033,hausserlab,2022-10-28,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,152,"TH, CTXsp, CNU",TH:22; CTXsp:10; CNU:1,3
94dabed1-741c-4ddd-a6b7-70561e27b750,PL033,hausserlab,2022-10-29,2,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,148,"TH, HY, HPF",TH:70; HY:5; HPF:1,3
be164a14-6e73-42c3-ab60-d29c48693c0f,PL033,hausserlab,2022-11-02,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,148,"TH, HY",TH:163; HY:28,2
37ac03f1-9831-4a30-90fc-a59e635b98bd,PL033,hausserlab,2022-11-03,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,152,"TH, HPF",TH:70; HPF:1,2
87ad026d-5b95-4022-8d59-c260870d830f,PL034,hausserlab,2022-10-18,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,148,"HPF, TH, HY",HPF:41; TH:3; HY:1,3
3bb54985-77b2-421d-9d1f-46185be51216,PL034,hausserlab,2022-10-19,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,152,"TH, HY",TH:9; HY:1,2
6cbeead9-bb7a-40e1-8ccd-47ae60239654,PL034,hausserlab,2022-10-20,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,152,"HPF, TH",HPF:50; TH:5,2
a2b9fbbe-79fc-4166-a16e-b307813a2f06,PL035,hausserlab,2023-04-12,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,146,"MB, Isocortex, HPF",MB:54; Isocortex:25; HPF:8,3
5437ec1f-6535-470c-80b8-4c8806ee085d,PL035,hausserlab,2023-04-13,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,150,"Isocortex, HPF, MB",Isocortex:18; HPF:11; MB:7,3
36573e0b-ddd6-4504-94ec-9a23c877486c,PL035,hausserlab,2023-04-14,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,150,"MB, HB",MB:44; HB:17,2
04749a70-ac63-477d-8392-d4d529184fab,PL035,hausserlab,2023-04-15,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,146,"MB, HB",MB:59; HB:3,2
d23b005f-46f5-4fe1-870c-f55f6eb9533d,PL037,hausserlab,2023-04-06,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,146,"MB, HB",MB:116; HB:53,2
7235b10c-6621-44ea-abe9-01559633472d,PL037,hausserlab,2023-04-07,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,150,"MB, HB",MB:103; HB:62,2
fd03d365-91df-41e2-ad81-9e0e4b9f5c7b,PL037,hausserlab,2023-04-09,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,146,"MB, HB, HPF, Isocortex",MB:162; HB:25; HPF:11; Isocortex:2,4
62ff920c-2fdd-4feb-9d9f-0d66f2e595a1,PL037,hausserlab,2023-04-10,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,150,"MB, HB, HPF",MB:62; HB:57; HPF:1,3
14127fdb-2e66-4823-b124-f49c128ba94d,PL037,hausserlab,2023-04-13,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,145,"MB, HB, HPF",MB:88; HB:87; HPF:1,3
7eeb8423-49e6-4d40-ab6f-703d17af231a,PL037,hausserlab,2023-04-14,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,150,"MB, HB, HPF",MB:27; HB:17; HPF:5,3
6ab9d98c-b1e9-4574-b8fe-b9eec88097e0,PL050,hausserlab,2023-06-05,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,174,"MB, HPF, Isocortex",MB:106; HPF:29; Isocortex:7,3
37bbc17f-8dec-4fa8-97fd-e23a5c6bad1f,PL050,hausserlab,2023-06-06,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,149,"HB, MB",HB:96; MB:60,2
0cf6d255-8f2f-463e-84fb-c54bacb79f51,PL050,hausserlab,2023-06-07,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,143,"HPF, Isocortex, TH, MB",HPF:63; Isocortex:24; TH:17; MB:1,4
c02e5155-8e8f-427e-873d-d61490bbb9c3,PL050,hausserlab,2023-06-08,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,146,"HB, HPF",HB:21; HPF:1,2
98e0074c-706a-40e5-bbb5-223f97585a99,PL050,hausserlab,2023-06-09,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,235,"HB, MB, HPF",HB:72; MB:37; HPF:12,3
e6de6c35-1508-4471-b7c3-f12a5c7a6d39,PL050,hausserlab,2023-06-11,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,146,"HB, MB",HB:54; MB:15,2
1dbba733-24a4-4400-9436-53f1bd8428e8,PL050,hausserlab,2023-06-12,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,239,"HPF, HB, Isocortex",HPF:225; HB:55; Isocortex:6,3
2584ce3c-db10-4076-89cb-5d313138dd38,PL050,hausserlab,2023-06-13,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,146,"HPF, Isocortex",HPF:164; Isocortex:83,2
e6bdb1f4-b0bf-4451-8f23-4384f2102f91,PL050,hausserlab,2023-06-15,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,146,"HB, MB",HB:68; MB:2,2
66d98e6e-bcd9-4e78-8fbb-636f7e808b29,SWC_042,hoferlab,2020-07-13,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,144,"TH, Isocortex, HPF",TH:52; Isocortex:7; HPF:6,3
f9860a11-24d3-452e-ab95-39e199f20a93,SWC_042,hoferlab,2020-07-17,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,233,"HPF, TH, Isocortex",HPF:84; TH:65; Isocortex:6,3
f3ce3197-d534-4618-bf81-b687555d1883,SWC_043,hoferlab,2020-09-15,1,,True,probe01,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,148,"CNU, Isocortex",CNU:59; Isocortex:26,2
6f09ba7e-e3ce-44b0-932b-c003fb44fb89,SWC_043,hoferlab,2020-09-16,2,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,266,"TH, CNU, OLF, HPF, Isocortex, CTXsp",TH:155; CNU:67; OLF:49; HPF:6; Isocortex:4; CTXsp:1,6
695a6073-eae0-49e0-bb0f-e9e57a9275b9,SWC_043,hoferlab,2020-09-17,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,243,"HPF, CTXsp, Isocortex, OLF",HPF:82; CTXsp:9; Isocortex:6; OLF:1,4
6fb1e12c-883b-46d1-a745-473cde3232c8,SWC_043,hoferlab,2020-09-18,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,152,"Isocortex, CTXsp",Isocortex:130; CTXsp:19,2
88d24c31-52e4-49cc-9f32-6adbeb9eba87,SWC_043,hoferlab,2020-09-19,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,150,"CNU, Isocortex",CNU:142; Isocortex:18,2
c6db3304-c906-400c-aa0f-45dd3945b2ea,SWC_043,hoferlab,2020-09-20,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,148,"HPF, CTXsp, OLF",HPF:77; CTXsp:17; OLF:5,3
4ecb5d24-f5cc-402c-be28-9d0f7cb14b3a,SWC_043,hoferlab,2020-09-21,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,280,"CNU, OLF, HY, Isocortex",CNU:231; OLF:125; HY:66; Isocortex:25,4
dac3a4c1-b666-4de0-87e8-8c514483cacf,SWC_060,hoferlab,2020-11-24,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,263,"TH, CNU, HY, HPF",TH:58; CNU:31; HY:15; HPF:5,4
875c1e5c-f7ec-45ac-ab82-ecfe7276a707,SWC_060,hoferlab,2020-11-25,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,239,"TH, CNU, HY, HPF",TH:35; CNU:20; HY:11; HPF:6,4
81a1dca0-cc90-47c5-afe3-c277319c47c8,SWC_060,hoferlab,2020-11-26,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,239,"CNU, MB, HY, TH, HPF",CNU:157; MB:16; HY:3; TH:3; HPF:1,5
493170a6-fd94-4ee4-884f-cc018c17eeb9,SWC_061,hoferlab,2020-11-23,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,243,"OLF, CNU, Isocortex",OLF:87; CNU:84; Isocortex:25,3
360eac0c-7d2d-4cc1-9dcf-79fc7afc56e7,SWC_061,hoferlab,2020-11-26,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,243,"CNU, OLF, Isocortex",CNU:79; OLF:46; Isocortex:38,3
d7e60cc3-6020-429e-a654-636c6cc677ea,SWC_061,hoferlab,2020-11-30,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,239,"TH, CNU, Isocortex, CTXsp, HY, MB, HPF",TH:46; CNU:38; Isocortex:12; CTXsp:10; HY:7; MB:4; HPF:1,7
f4ffb731-8349-4fe4-806e-0232a84e52dd,SWC_066,hoferlab,2022-04-27,1,,True,probe01,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,146,CB,CB:11,1
a4747ac8-6a75-444f-b99b-696fff0243fd,SWC_066,hoferlab,2022-04-28,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,140,"HPF, CTXsp",HPF:8; CTXsp:1,2
c4432264-e1ae-446f-8a07-6280abade813,ZFM-01576,mainenlab,2020-12-01,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,257,"HB, CB, MB, HPF, Isocortex",HB:170; CB:167; MB:25; HPF:15; Isocortex:8,5
9e9c6fc0-4769-4d83-9ea4-b59a1230510e,ZFM-01576,mainenlab,2020-12-03,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,140,"Isocortex, TH",Isocortex:74; TH:24,2
09b2c4d1-058d-4c84-9fd4-97530f85baf6,ZFM-01577,mainenlab,2020-10-28,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,236,"HB, HPF, Isocortex, TH, CB",HB:157; HPF:67; Isocortex:51; TH:10; CB:9,5
5d6aa933-4b00-4e99-ae2d-5003657592e9,ZFM-01577,mainenlab,2020-10-29,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,233,"HPF, CB, Isocortex, MB, HB",HPF:80; CB:55; Isocortex:33; MB:33; HB:30,5
63f3dbc1-1a5f-44e5-98dd-ce25cd2b7871,ZFM-01577,mainenlab,2020-10-30,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,144,"HB, CB, MB",HB:41; CB:29; MB:20,3
746d1902-fa59-4cab-b0aa-013be36060d5,ZFM-01592,mainenlab,2020-10-20,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,262,"TH, HB, CB, HY, HPF",TH:243; HB:126; CB:28; HY:21; HPF:17,5
5b609f9b-75cb-43d3-9c39-b5b4b7a0db67,ZFM-01592,mainenlab,2020-10-21,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,238,"CB, HPF, OLF, CTXsp",CB:107; HPF:26; OLF:9; CTXsp:8,4
56bc129c-6265-407a-a208-cc16d20a6c01,ZFM-01592,mainenlab,2020-10-23,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,142,"CB, HB",CB:160; HB:36,2
1a507308-c63a-4e02-8f32-3239a07dc578,ZFM-01935,mainenlab,2021-02-03,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,244,"TH, Isocortex, HPF, HY, MB",TH:243; Isocortex:92; HPF:25; HY:13; MB:3,5
f5591ac5-311d-4fa8-9bad-029d7be9c491,ZFM-01935,mainenlab,2021-02-04,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,148,"CTXsp, CNU, Isocortex",CTXsp:20; CNU:10; Isocortex:3,3
ab8a0899-a59f-42e4-8807-95b14056104b,ZFM-01935,mainenlab,2021-02-05,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,148,"TH, HY",TH:98; HY:35,2
71e03be6-b497-4991-a121-9416dcc1a6e7,ZFM-01935,mainenlab,2021-02-06,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,152,"TH, HY, Isocortex",TH:102; HY:29; Isocortex:3,3
d0ea3148-948d-4817-94f8-dcaf2342bbbe,ZFM-01936,mainenlab,2021-01-19,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,173,"TH, HPF, HY",TH:135; HPF:11; HY:5,3
4aa1d525-5c7d-4c50-a147-ec53a9014812,ZFM-01936,mainenlab,2021-01-20,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,152,"Isocortex, CNU",Isocortex:86; CNU:55,2
9b5a1754-ac99-4d53-97d3-35c2f6638507,ZFM-01936,mainenlab,2021-01-22,2,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,148,CNU,CNU:102,1
2c44a360-5a56-4971-8009-f469fb59de98,ZFM-01936,mainenlab,2021-01-23,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,243,"CNU, Isocortex, TH, HPF, OLF",CNU:114; Isocortex:96; TH:56; HPF:8; OLF:6,5
3f6e25ae-c007-4dc3-aa77-450fd5705046,ZFM-01936,mainenlab,2021-01-24,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,152,"OLF, Isocortex, CNU",OLF:72; Isocortex:40; CNU:24,3
113c5b6c-940e-4b21-b462-789b4c2be0e5,ZFM-01937,mainenlab,2021-04-08,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,148,"CNU, Isocortex",CNU:64; Isocortex:57,2
0b7ee1b6-42db-46cd-a465-08f531366187,ZFM-01937,mainenlab,2021-04-09,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,148,CNU,CNU:77,1
a4a74102-2af5-45dc-9e41-ef7f5aed88be,ZFM-02368,mainenlab,2021-06-01,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,258,"TH, CNU, Isocortex, HY, HPF",TH:180; CNU:146; Isocortex:22; HY:13; HPF:7,5
72cb5550-43b4-4ef0-add5-e4adfdfb5e02,ZFM-02369,mainenlab,2021-05-19,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,263,"CB, TH, HB, HPF, Isocortex",CB:227; TH:124; HB:21; HPF:4; Isocortex:2,5
d0c91c3c-8cbb-4929-8657-31f18bffc294,ZFM-02370,mainenlab,2021-04-27,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,145,"OLF, CNU, CTXsp",OLF:40; CNU:17; CTXsp:4,3
6f6d2c8e-28be-49f4-ae4d-06be2d3148c1,ZFM-02370,mainenlab,2021-04-28,1,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,149,"CNU, OLF, Isocortex",CNU:94; OLF:92; Isocortex:66,3
88224abb-5746-431f-9c17-17d7ef806e6a,ZFM-02372,mainenlab,2021-06-01,2,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,259,"TH, MB, HPF, HY",TH:113; MB:68; HPF:13; HY:7,4
7cec9792-b8f9-4878-be7e-f08103dc0323,ZFM-02372,mainenlab,2021-06-02,2,,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,149,"HB, MB, CB",HB:19; MB:14; CB:3,3
0802ced5-33a3-405e-8336-b65ebc5cb07c,ZFM-02373,mainenlab,2021-06-23,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,263,"TH, Isocortex, HPF",TH:280; Isocortex:58; HPF:25,3
239dd3c9-35f3-4462-95ee-91b822a22e6b,ZFM-04308,mainenlab,2022-07-26,1,,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,266,"MB, HPF, Isocortex",MB:105; HPF:35; Isocortex:15,3
9dd72e52-5393-4c08-9eca-f7dace2e59f6,ZFM-04308,mainenlab,2022-07-27,1,,True,probe01,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,147,CB,CB:79,1
dd4da095-4a99-4bf3-9727-f735077dba66,ZM_1897,mainenlab,2019-12-02,1,,True,"probe00, probe01",2,False,,False,,Neither,196,"Isocortex, TH, OLF, HPF",Isocortex:330; TH:95; OLF:84; HPF:26,4
e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,mainenlab,2019-12-06,1,,True,probe00,1,False,,False,,Neither,111,"TH, Isocortex, HPF",TH:107; Isocortex:15; HPF:9,3
21e16736-fd59-44c7-b938-9b1333d25da8,ZM_1898,mainenlab,2019-12-10,7,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,133,"TH, CTXsp, OLF, CNU",TH:58; CTXsp:17; OLF:11; CNU:8,4
53738f95-bd08-4d9d-9133-483fdb19e8da,ZM_1898,mainenlab,2019-12-11,2,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,133,"TH, CTXsp, CNU",TH:30; CTXsp:27; CNU:7,3
d33baf74-263c-4b37-a0d0-b79dcb80a764,ZM_2240,mainenlab,2020-01-21,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,231,"Isocortex, TH, OLF, HPF, HY, CNU",Isocortex:223; TH:191; OLF:74; HPF:21; HY:8; CNU:3,6
259927fd-7563-4b03-bc5d-17b4d0fa7a55,ZM_2240,mainenlab,2020-01-22,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,235,"CNU, Isocortex, OLF, TH, HY",CNU:119; Isocortex:93; OLF:78; TH:24; HY:8,5
510b1a50-825d-44ce-86f6-9678f5396e02,ZM_2240,mainenlab,2020-01-23,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,143,"TH, Isocortex, HPF",TH:117; Isocortex:58; HPF:53,3
193fe7a8-4eb5-4f3e-815a-0c45864ddd77,ZM_2240,mainenlab,2020-01-24,1,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,140,"TH, HPF, Isocortex, MB",TH:23; HPF:15; Isocortex:12; MB:1,4
ff4187b5-4176-4e39-8894-53a24b7cf36b,ZM_2241,mainenlab,2020-01-27,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,231,"CNU, Isocortex, CTXsp, OLF",CNU:263; Isocortex:100; CTXsp:45; OLF:29,4
465c44bd-2e67-4112-977b-36e1ac7e3f8c,ZM_2241,mainenlab,2020-01-28,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,235,"CNU, TH, Isocortex",CNU:136; TH:87; Isocortex:31,3
e49d8ee7-24b9-416a-9d04-9be33b655f40,ZM_2241,mainenlab,2020-01-29,8,,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,140,"CNU, OLF, CTXsp",CNU:28; OLF:26; CTXsp:5,3
ee40aece-cffd-4edb-a4b6-155f158c666a,ZM_2241,mainenlab,2020-01-30,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,257,"TH, Isocortex, HY, HPF",TH:337; Isocortex:44; HY:39; HPF:36,4
f8d5c8b0-b931-4151-b86c-c471e2e80e5d,ZM_2241,mainenlab,2020-01-31,1,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,231,"MB, TH, HY, HPF",MB:100; TH:79; HY:49; HPF:10,4
cb2ad999-a6cb-42ff-bf71-1774c57e5308,ZM_2245,mainenlab,2020-01-21,2,,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,231,"TH, Isocortex, HY, CNU, HPF, MB",TH:112; Isocortex:36; HY:15; CNU:10; HPF:9; MB:7,6
