pid,probe_regions_with_good_units,probe_region_good_unit_counts,n_regions_probe
c250d4f4-7516-4cf1-a8bd-04873ca9e21c,"MB, HB",MB:116; HB:65,2
c2ebf259-9777-4a8f-b1de-5302776961d2,CNU,CNU:102,1
c3ef78d5-7c75-48a4-96b7-f8ecc91c2eca,"TH, MB",TH:60; MB:1,2
c410fda5-a6db-4697-a7e3-6ed65601844d,"HB, MB",HB:66; MB:61,2
c42574be-0456-437f-8329-afc5a63b7e78,CNU,CNU:38,1
c44adf4f-3d1c-491f-88e4-c516cc910bd8,"TH, CTXsp, CNU",TH:22; CTXsp:10; CNU:1,3
c4b5a9fa-10cb-4195-9c17-15b6a1f77f9a,"CNU, Isocortex",CNU:58; Isocortex:51,2
c4f6665f-8be5-476b-a6e8-d81eeae9279d,"MB, Isocortex, HPF",MB:49; Isocortex:10; HPF:7,3
c536b0a9-b710-43c3-ba2c-5a0cccf98ec2,"HPF, CTXsp, OLF",HPF:18; CTXsp:11; OLF:2,3
c5b9e063-f640-4936-b851-f7602cb6659b,"HPF, Isocortex, TH, MB",HPF:63; Isocortex:24; TH:17; MB:1,4
c5fd185f-1c5a-4aad-9795-43c4ccf8ea94,"CB, HB",CB:82; HB:30,2
c64201ea-262e-45fe-8f41-5a074780cd59,CB,CB:121,1
c6ba6f8e-c13e-410f-b7df-e193ba0d239d,"MB, Isocortex, HB, HPF",MB:27; Isocortex:16; HB:9; HPF:6,4
c6e294f7-5421-4697-8618-8ccc9b0269f6,"MB, HPF, TH",MB:34; HPF:9; TH:2,3
c736dc60-0726-410d-8419-cb6ea025d5b1,"MB, HB",MB:97; HB:37,2
c84144db-4498-4627-b72a-975a6b618715,"MB, Isocortex, HPF",MB:65; Isocortex:34; HPF:20,3
c872ca65-8319-4901-856e-7dc507e2dd9c,"CNU, OLF",CNU:33; OLF:1,2
c893c0a3-5597-49cf-baa1-60efdfdef542,"MB, HB",MB:114; HB:99,2
c9664185-d3fd-4e0e-89cf-77c402038938,"HPF, Isocortex",HPF:69; Isocortex:41,2
c9fb5e2e-bd92-41d8-8b7e-394005860a1e,"TH, HPF, CTXsp, MB, HY, OLF",TH:68; HPF:44; CTXsp:8; MB:4; HY:2; OLF:2,6
ca073754-be17-43b7-a38a-0c1e5563ff32,"TH, HPF, HY, CNU",TH:191; HPF:21; HY:8; CNU:1,4
ca5404f7-297c-40f1-bbf0-5ac0a63e24f8,"MB, Isocortex",MB:179; Isocortex:10,2
cab81176-36cd-4c37-9353-841e85027d36,"HB, CB, HPF",HB:33; CB:12; HPF:8,3
caf2170c-5463-46ce-8cd0-66f2e1e3376d,"CB, HB",CB:3; HB:3,2
cb1c4327-5f5e-4286-85ed-840c85e82792,"HB, CB",HB:100; CB:49,2
cc701ed3-84b6-4b8e-8390-2e3f54414b19,"MB, HPF, Isocortex",MB:42; HPF:9; Isocortex:2,3
cc72fdb7-92e8-47e6-9cea-94f27c0da2d8,"HB, MB",HB:119; MB:12,2
cc9d666c-6fe5-418d-9b37-114428d25454,"HPF, MB, Isocortex",HPF:25; MB:17; Isocortex:12,3
ccb501d1-a4fa-41c6-819e-54aaf74d439d,"TH, Isocortex, HPF",TH:61; Isocortex:21; HPF:7,3
cde137a5-7a93-4968-ab61-5aedbd9ce3fb,HB,HB:100,1
ce0dc660-f19e-46a3-94f9-646bebae6805,"HPF, Isocortex",HPF:89; Isocortex:1,2
ce24bbe9-ae70-4659-9e9c-564d1a865de8,"HB, CB",HB:133; CB:77,2
ce397420-3cd2-4a55-8fd1-5e28321981f4,"TH, Isocortex, HPF, MB",TH:152; Isocortex:29; HPF:16; MB:2,4
ce99545f-c6a5-4d53-8b68-0ceb78bd942e,"HB, CB",HB:158; CB:105,2
d0046384-16ea-4f69-bae9-165e8d0aeacf,"MB, HPF, TH, Isocortex",MB:73; HPF:27; TH:7; Isocortex:5,4
d004f105-9886-4b83-a59a-f9173131a383,"MB, Isocortex, HPF",MB:39; Isocortex:24; HPF:11,3
d06bdedb-e173-4fe5-a4f1-ab9ab53f9761,CB,CB:106,1
d06f4b61-42c1-4a8d-a2a5-c1cf8f7d0e47,"HB, CB, MB",HB:64; CB:34; MB:29,3
d14f70e6-bf7b-4d6d-a380-bfd0a46ed7a1,"MB, Isocortex",MB:113; Isocortex:13,2
d151b391-e6e4-4daf-bd9c-191f4ad837b4,"TH, HPF",TH:24; HPF:6,2
d1af1003-247b-4f76-988f-d55cbb72aa80,CNU,CNU:83,1
d1d9defc-6f73-489f-9f14-2c0b5e970b2d,"Isocortex, CNU, CTXsp, OLF",Isocortex:92; CNU:51; CTXsp:37; OLF:35,4
d213e786-4b1c-477d-a710-766d69fa1ac1,"Isocortex, MB, HPF",Isocortex:12; MB:11; HPF:4,3
d23dec01-b35e-4950-9afa-72a1b3e74148,"OLF, Isocortex, CNU",OLF:92; Isocortex:24; CNU:21,3
d258bca2-bf18-4491-8d57-5322f705caec,"CNU, Isocortex",CNU:74; Isocortex:57,2
d3507787-60c8-4cea-a61e-0c708b4361d8,"HB, MB, Isocortex",HB:91; MB:46; Isocortex:4,3
d3b3c9a7-cf6a-4d25-b8da-e0f599a26191,MB,MB:67,1
d3deaed9-34b7-41da-bd62-961750cb9ca0,"HY, CNU",HY:95; CNU:82,2
d403c464-9d91-4338-b64b-81c299356972,HPF,HPF:33,1
d4291925-ad00-47fe-baaf-3fdff0991e86,"MB, Isocortex",MB:46; Isocortex:39,2
d552cffa-b662-40bd-b1e3-98d0a8face2c,"MB, Isocortex, HPF",MB:54; Isocortex:25; HPF:8,3
d585f4b5-d154-4666-92c4-eb219f1e0f02,"Isocortex, HPF, MB, TH",Isocortex:19; HPF:12; MB:7; TH:2,4
d591a59c-b49b-46ba-a914-df379ada9813,"OLF, Isocortex",OLF:18; Isocortex:10,2
d595ee58-75bb-4df3-96de-d9b4f4d1f6ab,"MB, HB",MB:32; HB:9,2
d5e5311c-8beb-4f8f-b798-3e9bfa6bcdd8,"MB, HPF, Isocortex",MB:48; HPF:41; Isocortex:27,3
d65ab768-bd77-4719-acb9-677abca4e9d8,"HB, CB",HB:87; CB:49,2
d6c810b2-5922-4127-af2b-4b104bc55c2b,"MB, HB, HPF, Isocortex",MB:49; HB:13; HPF:12; Isocortex:9,4
d70f3604-b3cc-41b0-967a-f6619b2586a7,"MB, HB",MB:116; HB:53,2
d7187e4f-7bfe-42b3-9e36-761c76eb6e8f,"HB, MB",HB:78; MB:58,2
d7ec0892-0a6c-4f4f-9d8f-72083692af5c,"CB, HB",CB:40; HB:31,2
d8c7d3f2-f8e7-451d-bca1-7800f4ef52ed,CB,CB:50,1
d8ccc6bb-f0d9-494a-b682-f12c73e228c6,"CNU, Isocortex",CNU:87; Isocortex:21,2
d8dae4d0-e11d-4b4d-8bd9-103c13491eb7,"Isocortex, TH, HPF",Isocortex:67; TH:18; HPF:15,3
da17779f-7728-4c51-8b54-b88764c0908d,Isocortex,Isocortex:25,1
da57bb3a-b0f2-465d-a5fc-cc84341450b0,"HB, CB",HB:87; CB:8,2
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,"CNU, HY",CNU:231; HY:66,2
dab512bd-a02d-4c1f-8dbc-9155a163efc0,"TH, HPF, Isocortex",TH:83; HPF:20; Isocortex:8,3
dac5defe-62b8-4cc0-96cb-b9f923957c7f,"MB, Isocortex",MB:165; Isocortex:41,2
db2100c3-64ac-463e-97a1-20ce8266cd5f,"HY, TH",HY:8; TH:7,2
dc7e9403-19f7-409f-9240-05ee57cb7aea,"CNU, CTXsp, OLF",CNU:221; CTXsp:45; OLF:23,3
dce4e63f-7ece-4dae-bd6e-5b116c2fbe37,"HB, CB",HB:170; CB:167,2
dd619e10-5df1-4c79-bd62-cc00937b5d36,HPF,HPF:141,1
dd75e810-a399-4364-9d4a-517312cf3010,"TH, MB, HPF, Isocortex",TH:29; MB:21; HPF:16; Isocortex:10,4
de5d704c-4a5b-4fb0-b4af-71614c510a8b,CB,CB:147,1
dec6ad00-01c8-4bfd-bcdc-b37c5e0cdb0e,"Isocortex, HPF, TH",Isocortex:25; HPF:11; TH:10,3
decc8d40-cf74-4263-ae9d-a0cc68b47e86,"Isocortex, CNU",Isocortex:54; CNU:35,2
df07180e-268e-489c-826e-40cb6f63d3a5,"MB, Isocortex, HPF",MB:70; Isocortex:57; HPF:16,3
df350b09-a420-42bb-9952-17862cbb9f1c,"Isocortex, OLF",Isocortex:216; OLF:74,2
df6012d0-d921-4d0a-af2a-2a91030d0f42,"HB, CB",HB:98; CB:31,2
df7d2ca7-068b-4df2-9782-8f6bb7d67f18,"TH, HPF, Isocortex",TH:31; HPF:19; Isocortex:6,3
e033ef96-3590-4e52-bb01-6c6d75bab083,"MB, HB, HPF, Isocortex",MB:162; HB:25; HPF:11; Isocortex:2,4
e05af01e-8721-4ec7-8d0f-dc022b3bebc3,"HY, TH",HY:5; TH:3,2
e070023a-2a5d-4398-ad66-f9ed5d517ad1,"HB, CB",HB:119; CB:94,2
e089d4d9-0a74-4ebc-951d-67098305e06b,"HB, HPF",HB:21; HPF:1,2
e10a7a75-4740-41d1-82bb-7696ed14c442,"MB, Isocortex, HPF",MB:30; Isocortex:17; HPF:1,3
e17db2b6-b778-4e2a-845c-c4d040b0c875,"HB, MB, CB",HB:19; MB:14; CB:3,3
e22d047c-5beb-4e5b-9a3d-53b637743856,"CNU, OLF",CNU:126; OLF:36,2
e31b4e39-e350-47a9-aca4-72496d99ff2a,"TH, HY, HPF",TH:243; HY:21; HPF:17,3
e40193d5-8158-40a1-924b-5a01ed2565dc,"MB, HPF",MB:55; HPF:5,2
e42e948c-3154-45cb-bf52-408b7cda0f2f,"MB, HPF",MB:37; HPF:14,2
e45a00b1-14a0-4f5e-9ea5-9f76d042b11c,"TH, Isocortex, HPF",TH:62; Isocortex:5; HPF:3,3
e4632651-5ba7-48a7-86db-5298b45a5bac,"HB, MB",HB:83; MB:31,2
e4ce2e94-6fb9-4afe-acbf-6f5a3498602e,"MB, HPF, Isocortex",MB:106; HPF:29; Isocortex:7,3
e52942b9-62b8-4cbf-9597-d73aea5cdb3e,"HB, CB",HB:17; CB:16,2
e55266c7-eb05-47bb-b263-1cc08dc3c00c,"Isocortex, HPF, MB, TH",Isocortex:28; HPF:27; MB:20; TH:1,4
e5bc1f00-f4b8-4b35-a9b6-60d9cc7959a1,"HPF, Isocortex",HPF:87; Isocortex:13,2
e5bd461c-a713-4b3c-b165-a132a711e59d,"OLF, CTXsp, CNU",OLF:27; CTXsp:23; CNU:9,3
e6508b9a-9dec-47d7-88c7-b0a72c7d1134,"CB, HB",CB:71; HB:59,2
e6749a77-4b65-4186-a47e-63562386cecd,"CB, HB",CB:194; HB:52,2
e7080659-8319-48a6-b6fd-2e8ce8eeec49,"Isocortex, MB",Isocortex:67; MB:26,2
e8129a86-b5a9-4d2e-9e9c-09689c9bf0b3,"TH, CTXsp, HY, OLF, CNU",TH:58; CTXsp:18; HY:11; OLF:6; CNU:2,5
e88eb9f8-fff3-469a-854d-d16adef19df0,Isocortex,Isocortex:54,1
e8901184-9f60-4309-bee5-c3c95030550a,"TH, HY, MB, HPF",TH:67; HY:20; MB:15; HPF:5,4
e8f9fba4-d151-4b00-bee7-447f0f3e752c,"TH, CTXsp, OLF, CNU",TH:58; CTXsp:17; OLF:11; CNU:8,4
e92f8734-2c06-4168-9271-d00b3bf57c02,"Isocortex, CNU, HPF",Isocortex:55; CNU:26; HPF:2,3
e96cbd77-5fdf-4a35-81f4-4a6361bded65,"Isocortex, HPF",Isocortex:49; HPF:10,2
e9c04e7e-c075-4ee3-9750-dff255ec7e84,CB,CB:30,1
e9cf749b-85dc-4b59-834b-325cec608c48,"HPF, CTXsp, OLF",HPF:43; CTXsp:26; OLF:1,3
ea084e63-c0cb-4e11-8440-302de8fc76ee,"Isocortex, OLF",Isocortex:170; OLF:56,2
ea931b15-6214-4b80-8d88-7acbbe071bc0,"MB, HPF",MB:86; HPF:10,2
eab03c6e-bf98-48d2-8a0c-1887f34dd554,"TH, Isocortex, HPF",TH:56; Isocortex:49; HPF:8,3
eb04cc7c-7c10-4e7f-8593-9c3b9b6986f5,"CNU, HY, TH",CNU:31; HY:15; TH:3,3
eb7e9f3f-b79d-4cdd-bc24-b13a4008c1b5,"Isocortex, OLF",Isocortex:188; OLF:2,2
eb82b081-4edc-4d6a-89ee-3453d1c4c8f0,"MB, Isocortex",MB:37; Isocortex:7,2
eb99c2c8-e614-4240-931b-169bed23e9f5,"TH, Isocortex, HPF, HY",TH:48; Isocortex:43; HPF:13; HY:3,4
ebd18510-c263-4d5b-a736-a588862a6972,"Isocortex, CNU, OLF",Isocortex:100; CNU:42; OLF:6,3
ec1e2af7-c107-4a18-ab05-cefb9174d516,"HB, HPF, Isocortex",HB:55; HPF:8; Isocortex:1,3
ec2fbc3e-cb2b-48cb-a521-3a6ca15e244c,"TH, HY, HPF",TH:70; HY:5; HPF:1,3
ecd07b7e-6450-4e31-bef1-f195129eb3d3,Isocortex,Isocortex:40,1
ecde7e20-f135-47dd-8f96-adac49e4942e,"CNU, Isocortex",CNU:42; Isocortex:24,2
ece878b9-830d-4618-b801-ad0e7d8e7085,"HPF, Isocortex",HPF:140; Isocortex:23,2
ed469fda-4519-456f-a671-cf901222b4f8,"MB, HPF, TH, Isocortex",MB:51; HPF:13; TH:7; Isocortex:3,4
eda7a3ac-f038-4603-9c68-816234e9c4eb,"MB, Isocortex",MB:56; Isocortex:8,2
edc82c06-83fd-44be-a41e-52fdeea728b4,"Isocortex, TH, HY",Isocortex:21; TH:15; HY:1,3
ee320f72-b613-4acd-b10d-3ceef332a949,HPF,HPF:27,1
ee3345e6-540d-4cea-9e4a-7f1b2fb9a4e4,"Isocortex, MB, HPF, TH",Isocortex:33; MB:31; HPF:15; TH:15,4
eeb27b45-5b85-4e5c-b6ff-f639ca5687de,"TH, Isocortex, HPF",TH:96; Isocortex:37; HPF:7,3
eebcaf65-7fa4-4118-869d-a084e84530e2,"MB, HPF, Isocortex",MB:97; HPF:75; Isocortex:40,3
ef7e9f3e-a53a-4e00-8f6a-537667af2bea,"HPF, Isocortex",HPF:42; Isocortex:4,2
f03b61b4-6b13-479d-940f-d1608eb275cc,"TH, Isocortex, HPF",TH:135; Isocortex:44; HPF:36,3
f083fcd5-e456-433d-8aa5-6ace0a7ac170,"MB, HB",MB:147; HB:59,2
f0c390da-d8e3-4b5f-8df7-bd2f153ed01b,"MB, Isocortex",MB:101; Isocortex:79,2
f0dfd1c1-d315-4cf8-9130-05d3be2ea0cb,"HB, CB",HB:76; CB:5,2
f142d2c6-6d85-4e9d-9c56-07620486e068,"CTXsp, Isocortex, CNU, OLF",CTXsp:46; Isocortex:38; CNU:23; OLF:16,4
f1c3cf0a-f3ad-479b-8dd2-7d60ab6d03ff,"CB, HB",CB:91; HB:17,2
f211d54e-e7eb-4188-bdcd-faa9c4317e9e,"CNU, OLF, CTXsp",CNU:92; OLF:18; CTXsp:5,3
f26a6ab1-7e37-4f8d-bb50-295c056e1062,"TH, Isocortex, HPF, HY",TH:85; Isocortex:22; HPF:12; HY:3,4
f2803f8c-a37b-42dd-9f20-84bdc90b21e2,"HY, TH",HY:17; TH:13,2
f2a098e7-a67e-4125-92d8-36fc6b606c45,"Isocortex, HPF, MB, TH",Isocortex:20; HPF:17; MB:2; TH:2,4
f2ee886d-5b9c-4d06-a9be-ee7ae8381114,"Isocortex, MB, HPF",Isocortex:19; MB:18; HPF:12,3
f31bef35-3f56-4ca9-a34f-09d678f03039,"Isocortex, MB",Isocortex:26; MB:5,2
f336f6a4-f693-4b88-b12c-c5cf0785b061,"HPF, CTXsp",HPF:21; CTXsp:1,2
f3988aec-b8c7-47d9-b1a0-5334eed7f92c,CB,CB:115,1
f44d2056-644c-4769-a189-7efe67b0269d,"MB, TH, HPF",MB:33; TH:4; HPF:2,3
f475ae14-9415-453e-b800-1480ea1c868d,"Isocortex, CNU",Isocortex:51; CNU:46,2
f4bd76a6-66c9-41f3-9311-6962315f8fc8,"TH, HPF, Isocortex",TH:124; HPF:4; Isocortex:2,3
f4f45cff-c45c-413a-92ea-b6533e3e0019,"CNU, OLF, CTXsp",CNU:28; OLF:26; CTXsp:5,3
f4ff3ff8-19b7-40c7-bf6f-8b577b811ed1,"CNU, OLF",CNU:97; OLF:20,2
f639f4f3-ac14-4114-b712-f445463597e4,"TH, HY",TH:45; HY:6,2
f68d9f26-ac40-4c67-9cbf-9ad1851292f7,"MB, Isocortex, HPF",MB:40; Isocortex:26; HPF:18,3
f698f893-da01-49a1-ae4b-16f7e42e5ff5,"HPF, Isocortex",HPF:93; Isocortex:18,2
f72e60c3-3593-466a-afaf-91145c44fb2b,"MB, HB",MB:44; HB:17,2
f74a6b9a-b8a5-4c80-9c30-7dd4cdbb48c0,"CNU, HY, Isocortex",CNU:99; HY:7; Isocortex:4,3
f7c49002-6565-4314-83f7-19b9a16d8e61,"Isocortex, CNU, OLF",Isocortex:21; CNU:6; OLF:6,3
f7c93877-ec05-4091-a003-e69fae0f2fa8,"TH, Isocortex",TH:36; Isocortex:20,2
f8249eab-d4c2-4fb0-a258-7f4b99fa19e4,"Isocortex, OLF, CTXsp, CNU",Isocortex:35; OLF:30; CTXsp:12; CNU:6,4
f84f36c9-88f8-4d80-ba34-7f7a2b254ece,"OLF, HPF, CTXsp",OLF:20; HPF:18; CTXsp:6,3
f865ea6c-6288-4a77-9a94-ef740166e9c7,MB,MB:98,1
f86e9571-63ff-4116-9c40-aa44d57d2da9,"Isocortex, MB, HPF, TH",Isocortex:29; MB:15; HPF:8; TH:5,4
f93bfce4-e814-4ae3-9cdf-59f4dcdedf51,"TH, HPF, MB",TH:111; HPF:22; MB:16,3
f9656eee-141c-453d-a016-4aba68f674dc,"CNU, CTXsp",CNU:43; CTXsp:7,2
f967a527-257f-404a-871d-b91575dca3b4,"TH, Isocortex, HPF",TH:223; Isocortex:75; HPF:13,3
f9b2e36b-eef8-402f-b121-786dfed58bcb,"MB, Isocortex",MB:146; Isocortex:36,2
f9d783f9-7d2e-4b53-83f7-9409f788cbca,"Isocortex, CNU",Isocortex:22; CNU:2,2
f9d8aacd-b2a0-49f2-bd71-c2f5aadcfdd1,"MB, TH, Isocortex, HPF",MB:58; TH:38; Isocortex:33; HPF:30,4
fa539f97-a078-4fc6-9a12-237799466d9c,"MB, TH, HPF",MB:24; TH:20; HPF:7,3
fb0de39b-c750-4adc-af18-12bf8a22ed41,"HPF, Isocortex",HPF:8; Isocortex:2,2
fb962a77-ed5a-40e0-bfdf-b3220427c55e,"TH, HY",TH:11; HY:6,2
fcc167d6-cb53-4dc7-a58f-06a53cfabc84,"MB, Isocortex",MB:11; Isocortex:1,2
fd555d39-b728-44aa-90d2-796b8bb58300,"CNU, OLF, CTXsp",CNU:79; OLF:36; CTXsp:8,3
fd6d686b-eae1-44cb-adbb-159c69c85827,"CNU, CTXsp, OLF",CNU:18; CTXsp:17; OLF:9,3
fddceb2e-82ba-493d-baba-c5d8af65981f,"Isocortex, CNU",Isocortex:86; CNU:55,2
fdeff6df-7216-4b83-ab64-241e9fd173da,"MB, Isocortex",MB:15; Isocortex:12,2
fe2d6fc9-b0c4-4256-b427-9c06950da925,MB,MB:112,1
fe380793-8035-414e-b000-09bfe5ece92a,Isocortex,Isocortex:261,1
fe41986d-4966-4a77-af7e-e7f71c25aec5,"HB, MB",HB:73; MB:65,2
fe6507ed-7725-467a-9d46-1101c32df1ca,"TH, HY",TH:79; HY:49,2
febb430e-2d50-4f83-87a0-b5ffbb9a4943,"TH, HPF, Isocortex, HY, MB",TH:62; HPF:27; Isocortex:10; HY:9; MB:9,5
ff5fceaf-8247-42ab-a187-f7876441899d,"OLF, Isocortex",OLF:26; Isocortex:14,2
ffb1b072-2de7-44a4-8115-5799b9866382,"HB, CB",HB:18; CB:4,2
